0.450493, 0.340656
5.6421, 7.33421
22.4546, 12.5542
19.0659, 13.2474
12.1253, 9.99797
0.296713, 0.734796
0.324997, 0.764746
0.952658, 0.369833
0.812937, 0.773862
-0.230792, 0.785656
0.00105224, 0.000199976
-0.157445, 0.873234
-0.310044, 0.749143
0.642278, 0.805876
0.244613, 0.99044
0.11138, 0.878502
1.01615, 1.83172
0.953897, 4.14896
0.929324, 5.07757
0.466512, 4.24107
1.97127, 9.70435
0.897436, 3.49435
0.851902, 4.34933
0.473115, 3.70616
1.85709, 8.21845
0.646506, 0.395006
0.404311, 1.67459
-0.242892, 0.477112
0.85434, 1.33714
0.475339, 0.474687
0.031783, 1.01916
-0.201892, 0.954378
0.5519, 1.49957
0.76251, 0.482922
0.35924, 0.72277
0.074576, 0.718171
1.23892, 1.24628
0.162793, 0.930688
0.16562, 0.940724
0.0447726, 0.120678
0.144125, 0.154921
4.10375e-05, 0.000693441
-0.00964007, 0.880773
-0.00775084, 0.898204
0.0522661, 0.14466
0.154389, 0.168613
-1.1922e-05, 0.000742444
-0.201117, 0.911567
-0.207827, 0.920821
0.0404682, 0.109026
0.131228, 0.152471
-2.83535e-05, 0.000646414
0.17225, 1.39907
0.191297, 1.1016
-0.362729, 1.61448
135.044, 82.1842
177.773, 91.8414
156.531, 94.7385
2.67566, 2.05646
0.999392, 0.925232
1.11593, 0.966916
0.915292, 0.930802
2.63794, 2.09667
0.208362, 0.42532
0.345496, 0.29832
3.19955e-05, 0.00141154
2.78952, 2.2736
196.245, 63.5321
156.449, 67.5917
218.609, 78.6748
1.2669e+12, 6.67033e+08
1.2669e+12, 6.67033e+08
