@relation LR_2class_30000

@attribute Roll numeric
@attribute Pitch numeric

@attribute class {L,R}

@data
49.64462060,-109.23717569,L
39.63722468,-70.85359876,L
18.96525154,-77.05531531,L
18.36261818,-70.00601535,L
20.62611150,-77.72780264,L
20.24117246,-76.99999767,L
16.08919731,-70.49806483,L
47.51784927,-101.00648692,L
47.44758488,-76.09242912,L
29.98867361,-82.67225731,L
29.66965268,-78.95292808,L
43.96207352,-86.09792984,L
50.90513894,-100.77524726,L
63.60633231,-64.15258748,L
66.49083992,-106.42361789,L
51.80843591,-95.56008662,L
51.55493000,-56.88857470,L
51.34176347,-99.76842870,L
55.48444961,-106.16110060,L
38.26497709,-91.89131185,L
26.28228212,-79.13378474,L
66.12212740,-87.37204778,L
52.18184351,-95.17626236,L
51.98768999,-95.86669641,L
50.70775567,-96.07930286,L
50.65867261,-98.84678971,L
50.15254426,-98.72102339,L
50.33226859,-97.12019729,L
48.67354867,-86.19535116,L
49.17250041,-88.49912527,L
48.47701358,-85.73931666,L
47.91747709,-86.16633026,L
54.77861002,-87.96468478,L
54.14361715,-89.13308349,L
53.19180552,-93.16601099,L
59.93832043,-98.52218370,L
55.23075167,-95.51251687,L
52.11792805,-99.08164108,L
52.29048653,-94.79616734,L
34.23564845,-86.30887570,L
36.55828614,-89.55085735,L
28.27489388,-84.35734760,L
59.20827732,-67.24822610,L
53.72012845,-48.24914461,L
39.72961257,-33.28428464,L
35.01933834,-3.46516178,L
72.69405527,22.57237438,L
26.00325996,-5.39793957,L
36.91654403,-7.16215809,L
28.72565122,-0.29185846,L
36.08550171,0.38352388,L
59.24407458,2.55054105,L
82.77562059,114.92109074,L
58.03742462,-0.75157943,L
39.85420325,-1.58900295,L
28.90371663,-3.95148652,L
27.91086248,-3.90068424,L
34.31687628,2.86984962,L
48.80728447,7.68971944,L
33.81165062,6.24124000,L
33.30372151,-2.37886776,L
32.27626414,4.47929441,L
37.25121257,2.31006411,L
35.35842686,3.56055340,L
40.53577887,0.03082431,L
