@relation LRO_4class_30000

@attribute Roll numeric
@attribute Pitch numeric

@attribute class {LC,LI,RC,RI}

@data
49.64462060,-109.23717569,LC
39.63722468,-70.85359876,LC
18.96525154,-77.05531531,LC
18.36261818,-70.00601535,LC
20.62611150,-77.72780264,LC
20.24117246,-76.99999767,LC
16.08919731,-70.49806483,LC
47.51784927,-101.00648692,LC
47.44758488,-76.09242912,LC
29.98867361,-82.67225731,LC
29.66965268,-78.95292808,LC
43.96207352,-86.09792984,LC
50.90513894,-100.77524726,LC
63.60633231,-64.15258748,LC
66.49083992,-106.42361789,LC
51.80843591,-95.56008662,LC
51.55493000,-56.88857470,LC
51.34176347,-99.76842870,LC
55.48444961,-106.16110060,LC
38.26497709,-91.89131185,LC
26.28228212,-79.13378474,LC
66.12212740,-87.37204778,LC
52.18184351,-95.17626236,LC
51.98768999,-95.86669641,LC
50.70775567,-96.07930286,LC
50.65867261,-98.84678971,LC
50.15254426,-98.72102339,LC
50.33226859,-97.12019729,LC
48.67354867,-86.19535116,LC
49.17250041,-88.49912527,LC
48.47701358,-85.73931666,LC
47.91747709,-86.16633026,LC
54.77861002,-87.96468478,LC
54.14361715,-89.13308349,LC
53.19180552,-93.16601099,LC
59.93832043,-98.52218370,LC
55.23075167,-95.51251687,LC
52.11792805,-99.08164108,LC
52.29048653,-94.79616734,LC
34.23564845,-86.30887570,LC
36.55828614,-89.55085735,LC
28.27489388,-84.35734760,LC
59.20827732,-67.24822610,LC
53.72012845,-48.24914461,LC
39.72961257,-33.28428464,LC
35.01933834,-3.46516178,LC
72.69405527,22.57237438,LC
26.00325996,-5.39793957,LC
36.91654403,-7.16215809,LC
28.72565122,-0.29185846,LC
36.08550171,0.38352388,LC
59.24407458,2.55054105,LC
82.77562059,114.92109074,LC
58.03742462,-0.75157943,LC
39.85420325,-1.58900295,LC
28.90371663,-3.95148652,LC
27.91086248,-3.90068424,LC
34.31687628,2.86984962,LC
48.80728447,7.68971944,LC
33.81165062,6.24124000,LC
33.30372151,-2.37886776,LC
32.27626414,4.47929441,LC
37.25121257,2.31006411,LC
35.35842686,3.56055340,LC
40.53577887,0.03082431,LC
36.39862168,1.27831923,LC
41.63389599,-5.48126841,LC
33.08300832,-0.18357822,LC
43.24994458,0.64360329,LC
43.62935794,-29.60924044,LC
-17.90526187,-75.86679672,LC
-17.35903018,-75.78009603,LC
-14.57302244,-76.15695073,LC
-15.99197884,-75.04142066,LC
-16.05000854,-74.88988913,LC
-13.42646959,-76.52207574,LC
28.90858947,-2.09717151,LC
