@relation LRO_4class_1

@attribute Roll numeric
@attribute Pitch numeric

@attribute class {LC,LI,RC,RI}

@data
49.36268017,-104.78279448,LC
45.71465964,-79.08412173,LC
30.78661075,-83.64739954,LC
32.53296354,-71.57823613,LC
19.37655475,-76.55022799,LC
21.56675464,-72.70135384,LC
18.16311228,-70.68172335,LC
42.37529098,-84.05525086,LC
40.18866079,-73.96251932,LC
28.93133266,-81.27636640,LC
35.30367939,-79.99806550,LC
45.99414897,-88.24425896,LC
51.48951148,-100.47579177,LC
73.42619294,-110.15706731,LC
72.74024896,-128.38617176,LC
51.49443593,-96.91648584,LC
41.89620139,-46.17450373,LC
40.00633220,-84.65656379,LC
56.92800030,-104.18844775,LC
37.37850762,-88.06569283,LC
23.00044257,-77.99380768,LC
53.82217215,-82.12440667,LC
51.77414439,-94.99138471,LC
51.57026601,-95.33363069,LC
50.54962675,-95.81678269,LC
50.35973475,-97.31114429,LC
50.41620778,-98.83564409,LC
50.57457695,-96.98894884,LC
48.52797699,-84.99942341,LC
49.42675420,-89.01759002,LC
48.76917375,-86.34990677,LC
48.72607677,-86.69226182,LC
53.92274961,-87.59435100,LC
53.46373251,-91.33316733,LC
53.07657938,-90.33455500,LC
57.22383436,-88.91353150,LC
55.77246887,-94.37234391,LC
53.63989041,-107.26107894,LC
52.27184732,-90.31250175,LC
39.05242901,-80.02374730,LC
25.36876590,-82.34015094,LC
29.93437113,-85.72915113,LC
48.68761288,-67.76787200,LC
46.12795198,-42.74210082,LC
47.31701249,-27.91350824,LC
39.35304160,-6.90472334,LC
61.39198570,2.78164851,LC
28.85887295,-4.81018251,LC
35.15589150,-2.43801537,LC
39.67400725,4.08591578,LC
43.16052318,1.59733129,LC
59.79190520,2.65384811,LC
85.12386343,87.02584774,LC
56.32618140,0.24603289,LC
46.55384422,-1.03967172,LC
29.06614889,-4.05537800,LC
26.04477763,-3.00266002,LC
30.96214020,2.23820970,LC
60.73913514,17.27190170,LC
37.27830219,4.54074446,LC
32.73557412,-2.37755115,LC
34.28568213,4.18588116,LC
37.07552066,2.21201349,LC
35.68092304,1.40008429,LC
38.01784591,0.01491092,LC
34.19194968,-0.43074290,LC
38.20240452,-4.07840354,LC
32.74223992,-0.18943699,LC
42.50302890,0.62807569,LC
33.50626268,-35.19366732,LC
-17.90664547,-75.91388891,LC
-16.73759642,-76.00994276,LC
-14.63517326,-76.09006188,LC
-15.88892949,-75.12569121,LC
-16.02392438,-74.89362620,LC
-13.43503700,-76.59071977,LC
42.70163965,-9.26942981,LC
30.14952961,-79.56072803,LC
45.13455974,-83.93438501,LC
47.38800977,-20.27648234,LC
22.93302056,-64.85188738,LC
62.03892343,-34.66776312,LC
86.35329089,32.53838546,LC
79.97963983,156.39230085,LC
82.69877738,-102.55042463,LC
56.89915307,-60.01871760,LC
64.75817479,-146.92878856,LC
79.72785412,-134.97086455,LC
72.30776279,-38.86241614,LC
77.26782621,-54.95296372,LC
77.43928675,-132.00800894,LC
79.24469742,63.93935815,LC
87.95472619,-137.14427713,LC
83.15544273,-48.61034287,LC
69.74913553,-94.89201078,LC
75.02727030,-167.68994409,LC
33.72522717,-80.96352935,LC
43.87290751,-71.94360834,LC
46.26828275,-7.77808553,LC
56.77766122,-9.63567224,LC
47.11536869,-7.10545221,LC
38.40480249,-13.30924505,LC
36.72124369,-16.36590253,LC
59.24363466,-14.30506999,LC
25.77124124,-6.96334532,LC
41.10575142,-5.08644546,LC
40.46923011,-11.90405856,LC
45.78755774,0.77854715,LC
28.37934653,-7.35804507,LC
28.09883098,-4.24469663,LC
32.61961546,2.05560368,LC
51.95996445,-0.40613377,LC
60.84862223,28.23937380,LC
36.76148485,1.27084374,LC
24.43417277,-0.14270047,LC
40.03700209,-34.08670225,LC
30.23276280,-73.49285316,LC
35.68837687,-66.25359567,LC
53.06617793,-83.70420269,LC
27.41025319,-73.48072163,LC
45.41231593,-73.68082068,LC
69.51698399,-68.52485808,LC
22.99731672,-75.02068982,LC
54.36473586,-76.19113274,LC
54.32050896,-84.56816444,LC
43.03236562,-76.07551400,LC
55.73114523,-92.31198944,LC
55.76834302,-90.54311999,LC
67.88591263,-74.04839307,LC
51.60130414,-88.33111526,LC
15.29273018,-75.48777544,LC
14.89985539,-75.05177508,LC
14.84781988,-74.60906296,LC
14.68405236,-74.85547282,LC
14.40566785,-75.70565948,LC
18.80135538,-75.39843402,LC
28.62613163,-58.85518978,LC
40.53301483,-45.39332660,LC
19.59266064,-78.30110102,LC
59.18508197,-61.59250788,LC
39.44065791,-82.99840249,LC
22.61197049,-75.50269142,LC
33.69319685,-8.41350206,LC
53.40085917,-4.58250599,LC
67.52187596,9.56329851,LC
38.19793644,0.79680647,LC
31.36291714,-0.82560990,LC
22.66663487,-0.65842831,LC
19.44777017,2.07514734,LC
42.35643969,3.04004720,LC
27.09652701,1.26264251,LC
49.60498142,5.70313526,LC
33.10167247,8.37124680,LC
76.67268522,29.96228265,LC
80.52955166,19.50375139,LC
32.10986208,4.66573338,LC
55.67140395,13.72959646,LC
35.73956923,5.59332792,LC
31.16501274,5.42944636,LC
26.84090778,2.08166824,LC
21.46379110,-5.12663964,LC
38.64933122,-4.55952426,LC
29.10178088,-3.69752133,LC
38.12693768,4.92638078,LC
39.68880277,6.91814013,LC
39.10007314,5.17268678,LC
41.89614197,6.64967999,LC
56.93927207,17.10635517,LC
47.29596642,-2.17965358,LC
30.48710790,2.94255109,LC
31.59965771,3.97723259,LC
34.32399500,4.85550118,LC
33.15280124,6.99697693,LC
34.92388736,6.36154381,LC
51.39472213,-37.33311314,LC
45.98722623,-51.78545908,LC
31.56359633,4.09162102,LC
35.27656371,3.34402428,LC
35.92015042,6.68175022,LC
33.60473040,-0.09506481,LC
39.92073169,2.83339686,LC
43.14752897,7.32479443,LC
36.17041499,2.23089065,LC
41.15564927,3.08541741,LC
33.65889005,1.52461140,LC
53.71599568,11.48901207,LC
39.18098082,0.92121323,LC
39.72864162,12.22839701,LC
26.48121140,0.95720276,LC
22.97098080,10.74806897,LC
27.65331130,-2.52947249,LC
25.51664556,1.09170980,LC
25.76353440,1.03438862,LC
23.56834121,-0.04277229,LC
50.76950454,3.03236456,LC
30.57524395,-0.69003016,LC
23.20969958,-0.30466425,LC
22.96103027,-0.53466537,LC
30.40729103,1.86454883,LC
27.85076429,-3.91359083,LC
34.76067858,-4.32148063,LC
17.44490026,-43.49432872,LC
38.55637079,-19.79478244,LC
38.84038930,-19.28218998,LC
33.66571929,-31.10243440,LC
4.93464067,-55.12387165,LC
37.88274183,-16.00325306,LC
47.64017931,-30.82526773,LC
58.68649644,-73.79783003,LC
27.25065729,-76.95991921,LC
17.76503856,-74.15112291,LC
39.98832668,-69.32478587,LC
13.54382869,-76.03130313,LC
13.54267402,-75.96536349,LC
15.39703956,-76.21015239,LC
23.64701629,-81.52038005,LC
23.68874898,-84.17994519,LC
28.90986003,-92.70794163,LC
17.12802219,-78.73947975,LC
36.15943795,-102.24219196,LC
30.67146483,-93.67488267,LC
32.87266519,-81.12474816,LC
59.76131397,-133.27302141,LC
37.32419248,-73.32932754,LC
37.63294248,-42.81954349,LC
59.53646924,-28.86431016,LC
59.25503028,-22.81493869,LC
56.83155093,178.09621377,LC
45.66310557,158.23000370,LC
49.35844327,161.98249717,LC
50.62468105,154.79305406,LC
52.34378500,150.90801015,LC
56.38909539,127.47082042,LC
44.17611703,-16.89643894,LC
50.95346897,130.21006261,LC
44.68401788,130.27862314,LC
44.99557215,116.38904697,LC
77.99629631,142.93161563,LC
59.87045421,-33.04875607,LC
47.42472287,-47.91679535,LC
68.43223678,-9.72686382,LC
84.16531700,147.31288023,LC
75.43603794,23.08398899,LC
52.30425164,-64.12746815,LC
55.23127776,-83.28036684,LC
22.29219916,21.04994442,LC
19.26887884,26.04834527,LC
25.86081039,-43.27652723,LC
23.21037978,5.76799837,LC
12.56621442,13.02119369,LC
9.33868773,6.52232881,LC
0.39220342,2.25252521,LC
-0.38258342,1.99393394,LC
5.17942342,4.31591046,LC
4.72285250,5.43648724,LC
10.83450922,15.40621961,LC
12.89274460,26.60828340,LC
1.60717657,3.93114230,LC
3.41366304,7.22667779,LC
0.33739285,6.40890440,LC
15.83944741,-75.21967373,LC
10.14339610,-73.45753962,LC
28.54314222,-83.04687745,LC
15.06035109,-77.41433652,LC
17.10316409,-78.50273254,LC
33.80710438,-86.61283499,LC
33.51407643,-86.68187119,LC
39.27724753,-96.75800447,LC
24.61408195,-79.69188571,LC
12.04160660,-74.55223291,LC
11.58571817,-74.56390171,LC
11.64141975,-74.94160007,LC
30.62736108,-59.40800362,LC
46.68473102,-34.75527667,LC
18.32649290,-74.40960308,LC
51.61901655,-44.70284724,LC
50.77856077,-7.35783193,LC
42.98130927,-5.10271833,LC
33.02398610,-3.44703610,LC
32.48408911,-4.27349365,LC
29.28052583,-5.37201582,LC
33.13787217,-5.21981833,LC
32.86480615,-6.06466449,LC
44.32779460,-7.51013564,LC
28.01796216,-9.38905838,LC
38.30988198,-9.51175967,LC
34.54691155,-1.03241427,LC
46.07963833,-5.89802697,LC
32.08613759,-1.29373509,LC
28.42359054,-6.94873635,LC
34.50232512,2.15812934,LC
38.04566988,15.80083485,LC
-2.18150498,59.48334479,LC
-0.80579651,59.78148399,LC
23.73350172,40.46010605,LC
38.37942319,-12.78786292,LC
44.69574579,-15.63470821,LC
40.18114815,-9.81232003,LC
26.61959860,5.15572004,LC
37.12118498,6.25647709,LC
42.61884887,-0.63574115,LC
35.87065602,7.19079321,LC
30.39290736,9.45846003,LC
17.46201966,-31.55346922,LC
41.45887709,-30.92255916,LC
35.88383218,-50.29342544,LC
27.76352198,-61.38797771,LC
29.16126514,-58.65386209,LC
