@relation train_right_selected.arff

@attribute Upper_Stretch numeric
@attribute Rate_of_Change_Max_ numeric
@attribute Rate_of_Change_Min_ numeric
@attribute Respiration_Duration_dist numeric
@attribute Upper_Stretch_dist numeric
@attribute Rate_of_Change_Min__dist numeric
@attribute Lower_Stretch_ratio numeric
@attribute Magnitude_Mean_ numeric
@attribute Wrist_Duration numeric
@attribute Pitch_Median_ numeric
@attribute Roll_Mean_ numeric
@attribute Roll_Median_ numeric
@attribute RStime-WEtime numeric

@attribute class {puff,nonpuff}

@data
1028.35723740,52.71290640,-41.59130937,1992.18750000,802.21490307,-22.74781547,1.13270784,58.61327085,3500.00000000,60.75029123,89.55967152,88.23370964,-201.25000000,puff
1096.54060425,56.60152950,-49.96905690,2320.31250000,888.86383580,-32.74083642,1.02781011,105.98704524,4750.00000000,64.49628600,83.70593090,75.77523067,-1310.62500000,puff
965.93936293,63.14870154,-47.79477146,984.37500000,659.39374030,-31.24695580,1.64251492,80.05658358,3375.00000000,60.16753315,100.54972947,96.37013466,-138.75000000,puff
1129.74964248,62.49685012,-48.12413691,1242.18750000,899.69481284,-27.52208736,1.14412521,69.09563313,3687.50000000,57.71350373,106.82336853,104.83561230,-341.87500000,puff
587.65120536,47.36212470,-41.21891059,0.00000000,314.54283552,-23.72495361,1.26038550,125.84525245,2937.50000000,61.90655389,102.04140013,106.80110119,-123.12500000,puff
814.01230750,46.78676054,-36.03066648,1804.68750000,584.79414319,-16.11889411,0.66314089,102.07226861,2187.50000000,53.31239038,122.44196854,124.90900879,-373.12500000,puff
590.38110308,61.38356653,-28.01531308,4945.31250000,207.26688309,-2.14558595,2.15337105,182.45995416,2312.50000000,50.39073669,7.95033010,6.56800864,-2165.62500000,nonpuff
813.89489634,93.83379314,-26.75292504,1945.31250000,657.14950482,-7.01404676,4.33804583,392.34587440,250.00000000,42.21978192,36.87444121,44.75685606,131.37500000,nonpuff
456.54949224,39.56706741,-62.70619895,-820.31250000,30.38521656,-28.70017733,2.62653606,691.99841993,687.50000000,73.87268115,-35.55653767,-84.90618349,3115.75000000,nonpuff
1052.29896630,52.08374566,-36.94847413,2085.93750000,502.59620911,-1.96351798,0.21967117,30.08965886,6000.00000000,47.53606258,25.02227177,25.05975661,2615.75000000,nonpuff
78.22223861,9.40408270,-9.21284366,-445.31250000,-471.48051859,28.94522029,0.13713333,27.05808230,4375.00000000,48.71891434,38.51391413,38.61858753,-212.37500000,nonpuff
84.56880494,37.17910825,-49.35941696,6539.06250000,-559.61188150,-4.99588158,1.05065881,21.91548065,5437.50000000,47.60497023,40.83546722,40.51787538,-4040.50000000,nonpuff
123.43171731,12.45958654,-20.07105658,93.75000000,-325.16918656,24.20695150,0.63966087,229.20277110,3375.00000000,42.61991648,76.00737377,69.96299229,693.87500000,nonpuff
350.63445602,17.35454068,-48.34977055,23.43750000,-16.53854825,-8.54485715,1.00122220,102.10496707,2437.50000000,42.84907709,63.58639372,60.16020936,2490.75000000,nonpuff
1024.70060786,64.41548262,-44.94260136,2203.12500000,636.06095912,-17.69121535,1.07068440,89.47935281,2125.00000000,59.28511615,83.73423981,85.70460335,-1201.12500000,puff
189.47802457,22.39894626,9.35870571,-960.93750000,-205.83365157,53.01939232,0.55608256,441.77500136,3312.50000000,33.53392277,107.51143199,103.57749279,1314.50000000,nonpuff
260.80406508,34.21170161,-30.17937949,181.87500000,-140.23376551,3.68952822,1.08137029,218.60922470,812.50000000,32.15964299,66.37394580,67.13694297,767.62500000,nonpuff
911.95933805,58.16897753,-64.45619641,-750.00000000,723.31737993,-47.21133488,1.65743707,111.51560598,2687.50000000,33.43825534,92.62207638,91.12831705,-345.50000000,nonpuff
248.26428558,25.21795071,-10.71908050,2015.62500000,18.78010466,2.73389531,1.22282076,177.17447626,562.50000000,63.96227312,43.97288804,44.56319693,560.75000000,nonpuff
280.38727504,13.29240145,-15.40058920,-1335.93750000,82.04327100,-2.18652927,1.25069727,207.34379322,1187.50000000,58.40783465,81.72491111,84.89303391,943.25000000,nonpuff
448.45072811,20.83232677,-22.29460406,5273.43750000,178.73411073,-4.84661908,3.47457668,193.66723647,1562.50000000,53.17815347,84.00290519,87.51596360,-2009.87500000,nonpuff
543.49614087,68.49066388,-25.44507063,-773.43750000,288.50762097,-6.25538662,2.71648782,153.45217457,4500.00000000,69.60787701,75.49405715,91.30598223,1070.12500000,nonpuff
192.87778471,7.52416610,-11.66917487,-515.62500000,-48.00375151,2.45692282,0.84599416,63.33415312,2375.00000000,38.60092499,58.13803184,56.68448898,1203.50000000,nonpuff
1341.94810675,61.40842848,-106.68957538,351.56250000,942.72167422,-83.20710275,4.74155728,135.99937253,2812.50000000,32.90793640,113.87183210,114.75913151,-452.75000000,nonpuff
1261.64783737,52.73864685,-47.41578635,1429.68750000,1070.25754354,-26.54414242,0.64267466,108.36119182,2875.00000000,60.36625058,81.43646536,78.26910940,-770.00000000,puff
744.88329552,17.65074754,-31.26173111,3796.87500000,535.88858808,-13.75838006,0.90153781,61.31522157,2250.00000000,57.39035026,84.09464567,84.54546002,-973.12500000,puff
387.77657908,24.80719746,-36.63771163,2015.62500000,22.33311904,-5.21368369,1.58271086,346.49798769,1625.00000000,60.68160978,66.47394100,72.98228633,-841.12500000,nonpuff
387.77657908,24.80719746,-36.63771163,2015.62500000,22.33311904,-5.21368369,1.58271086,453.29692600,375.00000000,50.94042526,86.94832572,87.78120740,-1841.12500000,nonpuff
152.86879161,17.51022692,-16.25356174,1945.31250000,-122.98311535,1.09237057,1.40039737,175.69032513,3125.00000000,61.26161590,74.17583585,71.15522290,-356.75000000,nonpuff
312.85109306,26.28707982,-16.30141416,-1054.68750000,36.99918610,1.04451815,1.40039737,173.89066243,1437.50000000,53.92239820,118.97564861,118.88594974,2971.37500000,nonpuff
74.84299667,8.32189933,-8.32807311,351.56250000,-103.51155924,5.58688107,0.52634387,200.95855142,3625.00000000,39.97292954,22.91767238,21.99390019,379.50000000,nonpuff
546.13556953,36.66667121,-24.70278092,4031.25000000,300.13983286,-11.02528812,2.01133625,235.16798946,1312.50000000,46.99349796,-22.20764932,-22.01184790,-1474.12500000,nonpuff
546.13556953,36.66667121,-24.70278092,4031.25000000,300.13983286,-11.02528812,2.01133625,128.66944333,750.00000000,50.28021023,66.05675653,66.13624906,-3474.12500000,nonpuff
440.04615776,34.10579059,-25.75846206,-843.75000000,181.13593758,-8.67426997,1.45708452,39.07520305,2062.50000000,31.18034054,89.41202818,89.37872032,1322.75000000,nonpuff
298.57195514,18.42785278,-18.03706090,-820.31250000,-16.73577855,0.73283786,1.01831131,93.62650473,687.50000000,50.75721417,80.05705732,81.31479991,1329.62500000,nonpuff
608.96152768,36.34544216,-35.60278660,-1078.12500000,250.34179987,-14.26942666,0.84336859,257.08320171,937.50000000,43.82789247,64.19197660,58.35501798,971.37500000,nonpuff
414.05974681,19.75675819,-23.68694487,-1570.31250000,141.58004354,-7.47943036,0.52710120,226.22993300,4312.50000000,33.94720098,28.14101645,34.33302444,2674.50000000,nonpuff
501.37465907,28.94286501,-18.02683868,1640.62500000,268.60163305,-1.70175635,1.53691709,130.47714495,1875.00000000,55.52981373,3.59597967,2.32519683,-903.62500000,nonpuff
363.97498897,23.93010990,-24.26328208,257.81250000,73.39294623,-4.14562194,1.00329225,69.37488215,375.00000000,53.76952807,90.13618704,89.67522407,1307.12500000,nonpuff
320.16485764,17.21814752,-20.12266611,-820.31250000,-9.84516393,1.24666953,0.84006002,29.73996220,5000.00000000,43.97536648,132.21650537,132.26356529,1494.62500000,nonpuff
330.60034137,18.79523917,-20.15769930,1195.31250000,5.80806166,0.04833398,0.84006002,74.53051697,2875.00000000,61.28559312,85.14626113,86.20591285,-646.00000000,nonpuff
264.94829001,21.86806316,-21.60399238,1148.43750000,-27.21705646,0.50143734,1.26413027,60.92386092,2312.50000000,41.86318643,40.18579363,40.19087620,-1458.50000000,nonpuff
106.17036161,14.72276944,-16.35966154,2929.68750000,-190.91438210,6.37792426,1.52120734,69.83903875,2875.00000000,39.50753869,55.39590390,55.66712857,-724.12500000,nonpuff
454.86058481,18.35929667,-15.20533185,679.68750000,283.22012740,-0.69460848,-0.03844846,49.73547812,750.00000000,68.38183279,105.81846983,105.34759518,-1084.25000000,nonpuff
304.57695229,15.65841040,-11.43727345,1242.18750000,135.71219360,3.34245261,0.84649277,39.86067573,3812.50000000,68.21012276,98.18712272,98.43305231,1947.00000000,nonpuff
150.51244388,40.53351419,-29.50714139,93.75000000,-132.07478088,-10.04471322,5.93190390,29.21368405,3500.00000000,67.12823937,107.92155406,106.59504045,2431.37500000,nonpuff
679.43294763,37.34067472,-18.21497575,3585.93750000,369.89611826,-0.09810681,1.77945038,160.26276719,1937.50000000,57.14867841,129.52371840,130.44616232,1962.62500000,nonpuff
679.43294763,37.34067472,-18.21497575,3585.93750000,369.89611826,-0.09810681,1.77945038,190.56866413,1062.50000000,61.93015962,30.19973403,28.80419470,-224.87500000,nonpuff
613.51578182,48.82137127,-21.99264591,1945.31250000,313.42054668,-2.61614330,1.37983844,48.99077576,2125.00000000,51.35131662,89.46637215,89.73813317,2141.37500000,nonpuff
702.19880745,37.64990259,-32.11071461,2742.18750000,430.50892505,-14.89444496,3.31530261,20.82049867,5000.00000000,53.97479860,54.46218952,54.11580892,891.37500000,nonpuff
331.90181411,19.74870582,-13.01799550,328.12500000,-3.19071167,6.46617845,0.38978070,116.35471608,2750.00000000,35.46379264,102.27297179,102.79547125,882.62500000,nonpuff
338.28323744,20.30794662,-17.35952773,1195.31250000,22.94067430,2.12464623,0.82600333,162.91767404,4750.00000000,36.48873324,52.58357099,54.91854464,-1101.75000000,nonpuff
199.71416490,16.75683668,-15.82272585,2296.87500000,-84.04548875,1.90957687,0.87402510,108.74288085,1625.00000000,36.18860273,20.95814119,21.10231774,-1333.87500000,nonpuff
433.85602715,22.15213037,-27.06156788,1335.93750000,123.20423273,-8.57790272,0.87402510,67.65836052,2062.50000000,30.88592492,16.42152146,16.43633650,1572.37500000,nonpuff
433.85602715,22.15213037,-27.06156788,1335.93750000,123.20423273,-8.57790272,0.87402510,47.44829662,2187.50000000,35.48513383,56.49531450,57.30113115,-2865.12500000,nonpuff
334.30110354,18.24222680,-18.88653018,1617.18750000,17.12488690,0.22034266,0.65715832,98.33977099,1562.50000000,32.73429950,82.11704677,83.07085178,-224.50000000,nonpuff
288.63989965,6.76807556,-26.83044729,-1312.50000000,23.04111269,-8.05893648,1.37825019,89.31924902,3437.50000000,65.50272119,-15.77710046,-14.15075538,1280.25000000,nonpuff
284.46589431,16.78393674,-14.79009488,3187.50000000,1.00714876,-0.73581418,1.30738032,25.03663364,2125.00000000,61.85863665,-7.93144796,-7.89430689,-1731.12500000,nonpuff
400.29632846,17.47840503,-21.98059074,-727.18750000,90.18075076,-6.63199637,0.53463674,15.05274377,3625.00000000,68.42991196,-25.46133708,-25.26922201,18.87500000,nonpuff
165.16488084,8.31106267,-14.71202624,-539.06250000,-173.08560058,3.30565162,0.66099106,18.96712000,1312.50000000,65.43861119,-17.55371311,-17.32141028,-809.87500000,nonpuff
233.33037175,18.25349361,-19.12236872,-1125.00000000,-8.81795204,0.26270253,0.49755109,22.19059245,2000.00000000,64.37603667,-19.61760815,-19.66896019,3096.37500000,nonpuff
638.36019509,32.52821101,-30.85986212,-281.25000000,367.29402252,-10.00384890,0.42764308,38.99814785,2500.00000000,62.09768021,-12.07226794,-12.07940487,-184.87500000,nonpuff
898.46243752,33.05359167,-45.27842446,3257.81250000,652.43252148,-24.68511377,0.81851983,122.17616786,1750.00000000,59.17016456,6.23961788,8.02835274,1549.50000000,nonpuff
1325.00376869,58.49830050,-37.35620944,3914.06250000,927.64456219,-0.76192774,2.36193942,414.21360277,437.50000000,40.54908503,55.47851575,56.66116446,-1356.37500000,nonpuff
1085.09852316,44.60908831,-74.58614354,-70.31250000,756.00764093,-37.99186185,1.64283158,460.35243859,1062.50000000,30.55659441,31.58940476,32.84681516,4299.87500000,nonpuff
559.84330686,48.81264750,-49.63951591,1359.37500000,207.68385060,-16.50699592,1.69986824,152.84323157,2812.50000000,40.92657272,64.11129183,63.38189100,846.75000000,nonpuff
249.49325509,28.18018269,-35.53717095,257.81250000,4.77811240,-9.24638902,1.01040986,486.22923137,2250.00000000,39.18130412,100.25058910,100.95415878,-54.37500000,nonpuff
1322.91845962,60.90277635,-62.07356829,-93.75000000,1002.06340920,-28.32879283,0.08020748,302.88415066,375.00000000,44.25543466,14.36095437,14.21006037,2492.50000000,nonpuff
378.62373154,49.03796577,-63.17241004,1875.00000000,54.99620157,-30.34068525,3.62043324,261.72844161,1062.50000000,52.75699344,50.91491898,48.55437133,-648.12500000,nonpuff
248.87026389,33.57305184,-20.61430441,-140.62500000,1.96405963,5.27664177,1.14202460,105.31919380,4562.50000000,58.87236365,4.29108818,3.53841541,4039.37500000,nonpuff
248.87026389,33.57305184,-20.61430441,-140.62500000,1.96405963,5.27664177,1.14202460,320.63040896,1437.50000000,52.85255405,67.43870585,69.31302503,1539.37500000,nonpuff
248.87026389,33.57305184,-20.61430441,-140.62500000,1.96405963,5.27664177,1.14202460,252.79976457,687.50000000,57.20754297,76.01384214,75.39887424,-23.12500000,nonpuff
333.91354260,24.79225931,-14.74988119,-304.68750000,84.42720761,9.81498664,0.64016675,260.48569722,375.00000000,56.49015855,47.54890641,44.72976010,3695.62500000,nonpuff
1041.18937214,53.55069042,-34.71539180,281.25000000,719.95548840,-8.92408124,0.24918392,271.20674434,1500.00000000,40.04149869,106.64014894,105.96006914,3211.25000000,nonpuff
538.16660037,25.17031069,-25.62868699,-70.31250000,240.31522545,-6.48617823,0.59910085,167.04058181,3125.00000000,45.07316917,9.04172058,9.52437693,1445.62500000,nonpuff
509.66357985,15.56261353,-31.40187543,-398.43750000,211.81220493,-13.09413907,0.69334483,186.37036968,3687.50000000,31.47898002,66.34757205,65.95602714,664.37500000,nonpuff
459.53166707,27.62231884,-38.72036234,210.93750000,178.46873873,-18.94502586,1.22931035,117.29639504,1437.50000000,39.72772854,96.73220997,96.13318054,3195.62500000,nonpuff
210.24347075,27.49987162,-16.96354708,210.93750000,-89.93886741,7.47578306,1.21726488,130.73693787,1375.00000000,37.59863221,90.93996382,91.37104709,2023.75000000,nonpuff
526.51807824,33.46864803,-30.13115265,585.93750000,224.01316804,-4.22062617,0.98159963,208.34423573,1625.00000000,30.49125736,111.69587930,111.70353484,1711.25000000,nonpuff
349.53686195,14.60225154,-23.88709881,726.56250000,33.14963960,1.09414935,0.90056457,194.67074061,2687.50000000,34.78141008,96.78805452,98.15748415,-1554.37500000,nonpuff
224.64072918,19.87009336,-28.58440738,-445.31250000,-110.36554674,-1.83932150,1.39499514,200.75526006,1187.50000000,36.52293151,76.53507532,75.41690137,226.87500000,nonpuff
344.70354694,27.15809333,-21.59416451,445.31250000,-0.08151072,7.58533597,0.96870414,178.46802039,937.50000000,45.07943212,37.11513576,39.53319530,680.00000000,nonpuff
514.45845981,33.29368436,-32.48017569,-257.81250000,80.55596441,-3.44411285,0.54385214,121.08527795,1375.00000000,36.74342201,90.75974683,90.17616358,2976.87500000,nonpuff
435.32288780,38.59219370,-31.80589741,515.62500000,83.41725695,-6.33034740,1.03783228,312.19629525,1125.00000000,41.44656587,111.46372903,110.69303563,886.37500000,nonpuff
1536.19407516,61.29756167,-72.73283231,3000.00000000,1325.78222385,-50.07147393,2.48264081,154.02747738,1250.00000000,34.50435933,-50.50341079,-51.35800234,-1379.25000000,nonpuff
279.67739290,17.37298760,-23.82889742,421.87500000,69.26554160,1.69705741,0.73868222,34.47184516,3562.50000000,51.12353368,-3.55544032,-3.67819021,777.00000000,nonpuff
574.22061738,45.13276991,-39.39013746,679.68750000,350.19582567,-18.24798154,1.21690678,160.02399374,1125.00000000,54.49560068,2.64368222,3.34664986,1527.00000000,nonpuff
574.22061738,45.13276991,-39.39013746,679.68750000,350.19582567,-18.24798154,1.21690678,188.14325229,1000.00000000,52.56030341,-17.08646959,-18.05825401,-98.00000000,nonpuff
826.79764168,61.40364048,-35.77791807,-23.43750000,598.60845396,-12.24643563,1.30213605,231.63750330,2500.00000000,55.10445629,-20.54000656,-19.99309227,-1223.00000000,nonpuff
462.14627264,49.72738268,-47.16381160,773.43750000,233.95708493,-26.48420718,2.27924533,223.55310412,1687.50000000,58.71288946,-13.26725055,-15.15035401,-176.12500000,nonpuff
235.19555874,45.80953736,-7.37131790,-234.37500000,7.00637103,13.30828652,2.08541448,224.65608192,1437.50000000,54.83217170,-18.10458300,-19.03991353,808.25000000,nonpuff
443.14594435,28.47711810,-23.85611654,-398.43750000,188.45377361,0.23631876,0.75589403,194.79491278,3500.00000000,56.46067949,-18.39167042,-18.11282334,2198.87500000,nonpuff
364.84927327,23.13236904,-23.67442029,1031.25000000,133.97321509,0.09084813,0.61526876,181.63704088,1437.50000000,60.08656610,-4.09474975,-5.08324423,-1394.87500000,nonpuff
16.75857529,10.95231619,-9.56064612,1312.50000000,-214.11748289,11.64994737,0.96651618,157.24792564,1125.00000000,55.98136481,0.02842987,-2.42902320,-19.87500000,nonpuff
15.15502011,8.07383072,-10.72394703,-562.50000000,-215.72103807,7.49183060,1.00000000,174.78014356,750.00000000,60.54668695,6.28341990,7.66762062,636.37500000,nonpuff
1193.82919558,52.34528953,-63.85690490,703.12500000,959.69271378,-45.64112727,1.23298027,196.06251066,1937.50000000,57.67133545,1.82993486,1.02211859,183.25000000,nonpuff
571.14506640,43.90832018,-33.30224460,0.00000000,296.84513802,-9.53697618,1.27268735,247.80056016,4687.50000000,57.20064443,0.12950798,0.14153258,3495.75000000,nonpuff
571.14506640,43.90832018,-33.30224460,0.00000000,296.84513802,-9.53697618,1.27268735,169.94780762,375.00000000,53.80048484,-0.48011649,-0.48977951,1370.75000000,nonpuff
206.11468511,14.44603840,-18.74676670,-468.75000000,-82.39694260,6.22430554,0.60120376,111.72418505,2312.50000000,55.15017505,5.76649100,6.01480196,-35.50000000,nonpuff
362.22933042,23.46187718,-27.39624884,210.93750000,87.92940204,-0.77488625,1.00000000,120.20695558,3625.00000000,52.99396826,14.87412110,15.61141213,495.75000000,nonpuff
236.58490769,35.71241710,-22.69032553,445.31250000,-66.26258410,2.18734421,1.27913244,212.64916340,1250.00000000,53.96449865,78.05615853,80.12496430,761.37500000,nonpuff
168.70853332,35.92506771,-16.45434326,-867.18750000,-3.54690363,-5.19669546,3.43712204,100.01744085,1375.00000000,34.25211811,-32.64585042,-33.40994787,824.00000000,nonpuff
606.96653596,40.99174409,-30.41952584,-609.37500000,191.91473568,1.66697977,0.77667968,250.07931960,2250.00000000,52.60673831,62.86155440,63.31069494,1909.50000000,nonpuff
606.96653596,40.99174409,-30.41952584,-609.37500000,191.91473568,1.66697977,0.77667968,207.92088517,1500.00000000,53.69343850,95.23654172,95.04274985,-465.50000000,nonpuff
1548.34459958,49.48234120,-89.62769466,7710.93750000,1201.71376335,-63.46003221,2.84598817,228.96756904,1375.00000000,56.35480924,68.47852552,66.99301531,1440.75000000,nonpuff
1537.99003488,100.80136581,-84.47363746,6000.00000000,1108.55820758,-45.85538417,1.11285416,153.48066741,3562.50000000,30.67557713,-31.70680973,-29.35265503,-4106.12500000,nonpuff
286.44890396,60.89229462,-19.72093954,398.43750000,-177.90833236,16.67749536,1.28967577,113.59135502,2312.50000000,49.54024863,38.06477438,36.62312252,1518.87500000,nonpuff
288.45638458,17.22715071,-25.80630118,-46.87500000,-268.72277698,15.50174313,0.40949728,19.36488548,4000.00000000,50.51816484,28.57233924,28.89926236,893.87500000,nonpuff
505.68393259,33.91686559,-53.15313401,1523.43750000,34.76364825,-10.34263847,1.09356785,41.94144378,4062.50000000,48.57570706,31.80219176,31.76175842,-981.12500000,nonpuff
805.79961782,34.76309015,-59.43363004,3046.87500000,326.28899695,-18.47144202,1.20882551,29.55412128,3625.00000000,40.51081501,58.22646224,58.46567413,440.75000000,nonpuff
1115.71178547,60.43360434,-47.62896355,3562.50000000,543.87674411,-5.80745918,1.18106374,28.27803403,2687.50000000,48.31033141,112.55017343,112.32000412,-1528.00000000,puff
577.38631210,48.58607706,-55.30214468,-304.68750000,-33.05466672,-7.16254583,1.00000000,464.07267537,1500.00000000,61.48464017,91.74188682,94.90944165,7.87500000,nonpuff
310.29825155,28.43568392,-28.15398414,-632.81250000,-387.04871874,23.97377750,0.48278065,464.55547155,2062.50000000,44.30878821,43.62884025,43.16715954,3179.75000000,nonpuff
294.50358878,30.01922999,-20.68511267,492.18750000,-120.77578588,4.43648821,2.01089674,76.68396918,125.00000000,54.61941194,-55.92751921,-55.58659838,235.25000000,nonpuff
148.08632311,33.25660350,-22.42526823,468.75000000,-353.04841845,10.97928597,1.59240486,38.69085190,2437.50000000,59.77357390,68.78934983,68.92605762,2642.12500000,nonpuff
1454.34184953,55.88376295,-74.13468790,3632.81250000,952.83007301,-40.75654136,2.17756084,262.25687979,500.00000000,34.20729238,8.53441611,8.58407844,-3436.00000000,nonpuff
321.78240406,39.42341189,-33.90595756,-960.93750000,-169.06560860,-0.15951643,1.24459755,80.46631445,1750.00000000,61.58267443,57.91873263,57.50874372,3079.62500000,nonpuff
716.43219284,69.70225401,-31.47753251,2015.62500000,171.05147746,0.73026201,2.19061815,199.14187714,1250.00000000,55.12497142,-9.73688830,-9.35889440,2314.00000000,nonpuff
1157.22542902,39.46722196,-65.10784354,914.06250000,821.95661605,-40.17227993,2.05259236,85.05196884,2937.50000000,35.07081652,6.87276700,5.62615101,-569.12500000,nonpuff
430.16869636,20.58872734,-12.11592234,164.06250000,55.58262281,13.88890830,0.01503201,82.50666300,2312.50000000,41.24711346,84.40379582,84.27849149,-522.25000000,nonpuff
230.92895002,14.90726286,-22.70189387,-304.68750000,-137.70163556,1.90618591,0.86237298,60.78823818,1125.00000000,36.38898696,101.03341609,100.30858175,1102.75000000,nonpuff
192.63927374,21.64164265,-21.07153344,1007.81250000,-175.58425742,2.48588547,1.57573400,130.38073000,1750.00000000,32.69121861,90.49197127,91.61714064,1102.75000000,nonpuff
600.57907303,41.13016420,-19.70321657,-234.37500000,260.94905802,2.86717214,0.68066238,70.36753686,937.50000000,46.80836103,61.99231810,61.66379415,4462.12500000,nonpuff
600.57907303,41.13016420,-19.70321657,-234.37500000,260.94905802,2.86717214,0.68066238,39.44952703,3812.50000000,41.17581890,56.33844852,54.15815717,-475.37500000,nonpuff
578.66366044,17.81803681,-32.42693394,-1734.37500000,200.75082612,-8.55704275,0.32527059,99.85084500,125.00000000,42.61399870,64.67139235,65.07113475,946.50000000,nonpuff
373.94554754,26.01108892,-17.02284110,679.68750000,-3.96728678,6.84705009,2.08833148,337.48269431,875.00000000,71.36374041,-20.69793042,-13.29223823,-1569.12500000,nonpuff
1243.54937654,69.32151449,-66.71034475,-2015.62500000,838.11893866,-37.14443496,1.03813386,203.94469235,1437.50000000,56.51705526,-13.60489683,-14.42512020,3837.12500000,nonpuff
338.91963565,36.11156943,-28.08829022,-1546.87500000,20.21324612,-1.45614598,1.13086952,163.79857463,2625.00000000,43.54422596,36.89355230,36.78179227,-350.37500000,nonpuff
297.59386105,27.65696514,-17.87849592,46.87500000,-17.25081069,7.00059535,0.81562382,170.13478610,2125.00000000,32.67886636,37.64606404,35.74385458,1555.87500000,nonpuff
297.59386105,27.65696514,-17.87849592,46.87500000,-17.25081069,7.00059535,0.81562382,158.23752818,1500.00000000,41.74156516,25.18905571,24.60392838,-319.12500000,nonpuff
271.23968831,31.56880494,-11.20595234,1968.75000000,-55.94738613,11.69655410,1.00000000,437.87855990,1375.00000000,39.35100478,99.79281228,110.35247474,1274.62500000,nonpuff
453.20570880,19.57578723,-26.78137337,0.00000000,127.91502579,-5.32352068,0.33495437,268.89126430,2625.00000000,37.58937773,16.82384158,17.93200919,1618.37500000,nonpuff
580.68691754,44.27740677,-20.91255089,1265.62500000,243.66367331,1.98995556,1.38189103,167.23456826,3812.50000000,35.64569313,23.92173851,24.78606938,2415.25000000,nonpuff
580.68691754,44.27740677,-20.91255089,1265.62500000,243.66367331,1.98995556,1.38189103,164.09294063,750.00000000,31.28048744,85.76122218,84.47656868,-334.75000000,nonpuff
401.01089972,25.20341161,-22.00315449,1031.25000000,54.45186986,1.92631813,0.77168769,77.10902613,3687.50000000,34.82882992,25.31709638,27.20060269,-631.62500000,nonpuff
605.52598373,28.21006329,-18.37384897,-679.68750000,260.86334529,4.52865747,0.03846321,159.25887593,250.00000000,44.97952664,90.49811383,91.64969979,2321.50000000,nonpuff
701.87453578,23.64020667,-23.80185839,1476.56250000,357.21189734,-0.89935195,1.03656461,187.21077555,2000.00000000,35.82679071,21.26447838,20.09579802,1493.37500000,nonpuff
335.12685281,38.19094931,-18.10529524,2226.56250000,-9.53578564,3.35255744,1.03656461,197.95835627,1125.00000000,56.97444724,7.17054291,5.69010460,-116.00000000,nonpuff
354.19842408,38.95844718,-27.08659253,585.93750000,9.53578564,-5.62873984,1.11099147,283.23842439,1000.00000000,31.55532353,56.29698610,57.34386609,899.62500000,nonpuff
354.19842408,38.95844718,-27.08659253,585.93750000,9.53578564,-5.62873984,1.11099147,190.97958852,1312.50000000,31.24846391,72.41208701,71.80928195,-600.37500000,nonpuff
192.11618931,18.76199315,-18.06821132,-656.25000000,-111.49207416,1.03090232,0.86204372,222.88426479,875.00000000,34.17890064,76.61484315,76.60605018,440.87500000,nonpuff
165.80536838,23.23963337,-31.97910864,1804.68750000,-137.80289509,-11.81629483,1.71162060,137.10288789,2125.00000000,44.32039328,73.91816604,74.35324211,-824.75000000,nonpuff
531.84724381,28.69135454,-19.22608565,46.87500000,228.23898035,-0.93688825,0.39121288,62.61980430,1187.50000000,34.15433402,49.19766234,49.59966738,925.25000000,nonpuff
657.50746685,52.94437307,-51.51511853,140.62500000,464.31599968,-31.72685152,1.00000000,325.80976934,1062.50000000,32.24334772,31.48674281,30.55456349,3175.25000000,nonpuff
351.22515575,15.47388471,-16.59040419,1406.25000000,-18.59184534,5.07852886,0.91946572,171.47129529,937.50000000,34.88200383,18.63879599,17.88667080,1909.62500000,nonpuff
-49.05428925,17.50090962,-16.73249968,0.00000000,-418.87129034,4.93643338,0.80593799,129.55596106,1625.00000000,31.44300518,31.91227964,33.38378771,3581.50000000,nonpuff
817.21202276,55.26440996,-25.86453603,2671.87500000,447.39502167,-1.53199297,1.12063428,169.83718173,3937.50000000,35.66924949,37.77398244,36.97432435,3409.62500000,nonpuff
186.61731542,29.98398749,-15.73261908,-1593.75000000,-167.10790446,8.59992397,0.83978544,207.20818006,1875.00000000,30.41997724,77.79580378,72.35827023,4237.75000000,nonpuff
186.61731542,29.98398749,-15.73261908,-1593.75000000,-167.10790446,8.59992397,0.83978544,191.75558216,562.50000000,33.80553189,111.45067025,111.91331938,3050.25000000,nonpuff
630.40976919,48.47663495,-37.90162541,632.81250000,276.68454932,-13.56908235,1.01626487,210.08870792,750.00000000,30.31421164,31.82517031,32.63357999,1190.87500000,nonpuff
562.74352169,78.95275190,-25.15059504,-1781.25000000,209.01830182,0.34704949,2.64515873,88.98775661,812.50000000,37.00802418,87.28832032,87.33096932,4019.00000000,nonpuff
1053.30786271,48.51080176,-65.85011720,2671.87500000,684.59932475,-39.99550217,2.42166901,66.53003262,2750.00000000,31.93638861,33.64814894,33.89373955,1644.00000000,nonpuff
934.24612223,41.26766000,-37.15675729,726.56250000,569.60767325,-11.24879660,0.62053818,24.16752614,5750.00000000,54.18634298,69.19700262,69.48031360,144.00000000,nonpuff
343.08497779,42.76124090,-18.56755202,-867.18750000,14.97464796,6.16066052,1.48585283,130.18199112,1812.50000000,49.83454727,43.18966123,45.04709075,2815.87500000,nonpuff
