@relation train_right.arff

@attribute Inspiration_Duration numeric
@attribute Expiration_Duration numeric
@attribute Respiration_Duration numeric
@attribute IE_Ratio numeric
@attribute Stretch numeric
@attribute Upper_Stretch numeric
@attribute Lower_Stretch numeric
@attribute Rate_of_Change_Max_ numeric
@attribute Rate_of_Change_Min_ numeric
@attribute Inspiration_Duration_dist numeric
@attribute Expiration_Duration_dist numeric
@attribute Respiration_Duration_dist numeric
@attribute IE_Ratio_dist numeric
@attribute Stretch_dist numeric
@attribute Upper_Stretch_dist numeric
@attribute Lower_Stretch_dist numeric
@attribute Rate_of_Change_Max__dist numeric
@attribute Rate_of_Change_Min__dist numeric
@attribute Inspiration_Duration_ratio numeric
@attribute Expiration_Duration_ratio numeric
@attribute Respiration_Duration_ratio numeric
@attribute IE_Ratio_ratio numeric
@attribute Stretch_ratio numeric
@attribute Upper_Stretch_ratio numeric
@attribute Lower_Stretch_ratio numeric
@attribute Rate_of_Change_Max__ratio numeric
@attribute Rate_of_Change_Min__ratio numeric
@attribute Magnitude_Mean_ numeric
@attribute Magnitude_Median_ numeric
@attribute Magnitude_STD_ numeric
@attribute Magnitude_Quartile_ numeric
@attribute Wrist_Duration numeric
@attribute Pitch_Mean_ numeric
@attribute Pitch_Median_ numeric
@attribute Pitch_STD_ numeric
@attribute Pitch_Quartile_ numeric
@attribute Roll_Mean_ numeric
@attribute Roll_Median_ numeric
@attribute Roll_STD_ numeric
@attribute Roll_Quartile_ numeric
@attribute RStime-WStime numeric
@attribute REtime-WStime numeric
@attribute RStime-WEtime numeric
@attribute REtime-WEtime numeric
@attribute RPStime-WEtime numeric

@attribute class {puff,nonpuff}

@data
1453.12500000,1781.25000000,3234.37500000,0.81578947,293.30805928,224.38190874,-68.92615054,12.03492432,-8.94266462,46.87500000,-210.93750000,46.87500000,0.02317584,-291.79034564,1.24339613,286.16741430,-2.67783943,4.94097912,1.03333333,0.89411765,1.01470588,1.02923977,0.50129697,1.00557231,0.19410701,0.81799209,0.64411510,62.94778616,49.60336309,47.71604168,28.92824843,937.50000000,62.13550871,62.19467955,1.17419376,1.61405164,47.58344758,47.72003831,3.33198090,6.14830043,2868.75000000,6103.12500000,1931.25000000,5165.62500000,3384.37500000,nonpuff
1593.75000000,1312.50000000,2906.25000000,1.21428571,928.81527317,221.89511647,-706.92015670,34.59489968,-14.10199497,234.37500000,-679.68750000,-281.25000000,0.43898810,343.71686825,-16.00595448,-351.82659186,19.08094961,-0.11313137,1.17241379,0.65882353,0.91176471,1.56621881,1.58745138,0.93272012,1.99079968,2.22992207,1.00808724,4.52626591,4.54059732,1.23100195,1.91490553,4375.00000000,61.40508303,61.43485627,0.20473518,0.19209670,36.21633491,36.24968286,0.51042739,0.41843195,5165.62500000,8071.87500000,790.62500000,3696.87500000,2384.37500000,nonpuff
1406.25000000,2156.25000000,3562.50000000,0.65217391,656.28361340,245.18649575,-411.09711765,20.75464199,-16.89609864,-46.87500000,304.68750000,234.37500000,-0.21179668,254.73302971,41.32619412,-199.44611702,6.21014203,-2.86448336,0.96774194,1.16455696,1.07042254,0.75485661,1.63437345,1.20271820,1.94233486,1.42697529,1.20414495,104.96248299,99.59923663,55.37673174,79.34663165,2187.50000000,63.58289774,63.99694234,1.70676866,1.85187048,23.61366586,24.39154727,5.85675615,9.97696262,3165.62500000,6728.12500000,978.12500000,4540.62500000,2384.37500000,nonpuff
1500.00000000,1687.50000000,3187.50000000,0.88888889,1278.37223013,441.70424602,-836.66798411,48.04011062,-18.69642636,-140.62500000,-257.81250000,-609.37500000,0.07872158,861.96029249,229.11066160,-608.64780458,32.46360097,-4.65563643,0.91428571,0.86746988,0.83950617,1.09716706,3.06997018,2.07769321,3.66927167,3.08413834,1.33157938,11.80110202,4.59451962,29.42166925,1.90740752,4187.50000000,59.85653803,60.07479284,0.62821106,0.21733247,-3.29369587,-3.21442625,0.79054204,0.42366979,5290.62500000,8478.12500000,1103.12500000,4290.62500000,2603.12500000,nonpuff
1171.87500000,656.25000000,1828.12500000,1.78571429,765.69034572,320.17976302,-445.51058269,12.36222806,-30.30021748,-281.25000000,-1018.12500000,-1195.31250000,0.89927638,474.67851699,178.78677408,-287.39001908,0.24571474,-21.10396651,0.80645161,0.39193729,0.60465116,2.01448321,2.63113135,2.26446704,2.81753728,1.02027933,3.29484456,5.41805133,4.59866199,4.98750951,1.73078238,5937.50000000,50.05740915,50.04521117,0.15343816,0.16942109,-40.77537229,-40.88989617,0.43565639,0.50453417,4920.62500000,6748.75000000,-1016.87500000,811.25000000,155.00000000,nonpuff
1500.00000000,2156.25000000,3656.25000000,0.69565217,456.58798037,201.96767239,-254.62030798,20.33948191,-6.40999976,46.87500000,328.12500000,281.25000000,-0.09146267,32.66443124,1.23134870,-78.88748740,5.45846744,7.17844121,1.03225806,1.17948718,1.08333333,0.88380009,1.07705265,1.00613416,1.44890583,1.36680748,0.47172444,4.34082536,4.34666585,1.51113452,1.70684344,4000.00000000,53.98546559,54.01005289,0.18623709,0.18215629,-10.45779276,-10.51418845,0.38966326,0.54867732,3108.12500000,6764.37500000,-891.87500000,2764.37500000,608.12500000,nonpuff
1218.75000000,703.12500000,1921.87500000,1.73333333,546.18416737,49.75599115,-496.42817622,5.75724976,-22.59400544,-281.25000000,-1148.43750000,-1593.75000000,0.94107143,108.04478695,-181.38625038,-323.06204373,-9.76741080,-8.41955742,0.81250000,0.37974684,0.54666667,2.18782870,1.24659912,0.21526135,2.86346687,0.37084545,1.59399543,8.46857247,5.16719498,16.73866283,2.10783256,4750.00000000,55.41531212,55.44144200,0.20939058,0.12767324,13.32642420,13.32442078,0.51853731,0.51734049,3858.12500000,5780.00000000,-891.87500000,1030.00000000,326.87500000,nonpuff
1406.25000000,3750.00000000,5156.25000000,0.37500000,600.63459927,437.49052488,-163.14407438,18.85339277,-16.68772455,-93.75000000,1804.68750000,1640.62500000,-0.47420635,123.39684608,171.52473540,52.62082800,0.40942625,-0.96905007,0.93750000,1.92771084,1.46666667,0.44158879,1.25856472,1.64491278,0.75611961,1.02219838,1.06164960,131.99383151,102.20093307,76.86903235,127.35551821,500.00000000,47.86932808,47.87447502,0.83505218,1.26579456,53.36039622,52.92105048,5.07709300,8.67691443,670.62500000,5826.87500000,170.62500000,5326.87500000,1576.87500000,nonpuff
1546.87500000,656.25000000,2203.12500000,2.35714286,345.70066437,97.75905021,-247.94161416,11.55639359,-13.61229862,23.43750000,-1148.43750000,-1382.81250000,1.44394841,-164.94093197,-168.20673928,-32.17671178,-6.88757294,2.10637586,1.01538462,0.36363636,0.61437908,2.58120587,0.67699276,0.36756250,1.14912857,0.62656769,0.86599533,70.14696002,51.40760099,58.48185806,77.03187507,2750.00000000,47.54273036,47.36055673,1.04495590,1.37697787,9.00880638,8.35386664,2.21300697,3.19700485,4201.87500000,6405.00000000,1451.87500000,3655.00000000,2998.75000000,nonpuff
1875.00000000,1312.50000000,3187.50000000,1.42857143,353.84593223,309.53071689,-44.31521533,14.29853414,-13.43923438,328.12500000,-492.18750000,-70.31250000,0.64625850,-160.52540996,31.01375653,169.45054910,-3.24839727,1.75172568,1.21212121,0.72727273,0.97841727,1.82608696,0.68791922,1.11135321,0.20730736,0.81487377,0.88468631,33.85805833,7.75985567,53.25447958,46.01211494,5500.00000000,57.48657818,57.19364093,1.03084214,0.48671162,44.21419996,43.25123736,2.32326345,1.47931026,4311.25000000,7498.75000000,-1188.75000000,1998.75000000,686.25000000,nonpuff
1781.25000000,2437.50000000,4218.75000000,0.73076923,661.94076640,283.11770392,-378.82306249,25.81170411,-12.91253705,93.75000000,960.93750000,1007.81250000,-0.23553574,93.23561008,13.05070540,-2.61083134,7.83736813,2.23083205,1.05555556,1.65079365,1.31386861,0.75625114,1.16394367,1.04832395,1.00693978,1.43603102,0.85268588,19.96850350,10.38848090,25.22896080,15.69031032,2687.50000000,56.93949777,56.86182754,0.52698572,0.38733552,49.82205931,49.92038535,2.08247447,1.08474659,6780.00000000,10998.75000000,4092.50000000,8311.25000000,5873.75000000,nonpuff
1171.87500000,1453.12500000,2625.00000000,0.80645161,1826.23261691,594.26615377,-1231.96646314,58.05773272,-67.59620100,-117.18750000,70.31250000,0.00000000,-0.26718475,187.38862491,60.28950103,-66.77297133,-1.12525802,-14.16314200,0.90909091,1.05084746,1.00000000,0.75114037,1.11434195,1.11290662,1.05730634,0.98098680,1.26506328,463.72784801,484.35856061,193.59943122,318.24436892,250.00000000,44.11412263,44.63355001,3.23817475,3.29341535,-45.02979442,-46.28476672,6.28876518,10.51809428,-766.87500000,1858.12500000,-1016.87500000,1608.12500000,155.00000000,nonpuff
937.50000000,656.25000000,1593.75000000,1.42857143,1315.01803174,83.05156860,-1231.96646314,61.54323318,-9.14257487,-351.56250000,-773.43750000,-1242.18750000,0.35493506,-458.54758402,-503.91550432,-66.77297133,2.36024245,45.78637209,0.72727273,0.45901639,0.56198347,1.33059151,0.74145440,0.14149272,1.05730634,1.03988042,0.16644366,678.11685024,480.49715288,522.29127298,435.56933866,1312.50000000,40.85687111,41.13958918,9.21676105,15.69944320,-31.80615097,-40.29868085,21.14686641,36.48230750,1420.62500000,3014.37500000,108.12500000,1701.87500000,1045.62500000,nonpuff
4406.25000000,1359.37500000,5765.62500000,3.24137931,7557.58049745,4465.37905009,-3092.20144736,215.10720607,-218.70253189,3304.68750000,-210.93750000,2859.37500000,2.46612679,5996.12080362,4170.27034791,-1875.61516620,180.39273704,-189.75191509,4.00000000,0.86567164,1.98387097,4.18106256,4.84007402,15.13130252,2.54170337,6.19647116,7.55433065,467.32313035,515.58364041,237.80088550,442.45674789,687.50000000,49.98981655,49.46788208,1.66873173,2.14704906,0.12113175,0.63248841,2.59242888,3.10507192,4746.50000000,10512.12500000,4059.00000000,9824.62500000,8465.25000000,nonpuff
6609.37500000,6187.50000000,12796.87500000,1.06818182,3994.26501968,1647.99450272,-2346.27051696,80.21105671,-139.68379087,5156.25000000,4382.81250000,8507.81250000,0.07050093,3220.37598485,1394.75248847,-1795.10264529,53.25125784,-118.15063712,4.54838710,3.42857143,2.98360656,1.07066481,5.16128907,6.50758725,4.25690726,2.97520976,6.48691745,74.56705584,81.95992384,29.04891072,53.99381776,437.50000000,52.35875926,52.04885542,1.56233899,2.34258814,40.13337701,39.68890221,3.09608318,3.57377849,-5066.00000000,7730.87500000,-5503.50000000,7293.37500000,1105.87500000,nonpuff
6328.12500000,1734.37500000,8062.50000000,3.64864865,3356.21506418,1009.94454722,-2346.27051696,59.99884521,-37.33630425,5109.37500000,140.62500000,4335.93750000,2.65096776,2582.32602934,719.51094545,-1847.18312368,31.82621404,-15.80315049,5.19230769,1.08823529,2.16352201,3.65712993,4.33681692,3.47736812,4.70112158,2.12968554,1.73389856,68.82811571,48.93767673,63.78089577,71.65113191,2812.50000000,37.24186639,37.21842581,1.17956897,0.65029483,58.04196684,55.78411091,3.84716860,6.28350536,5918.37500000,13980.87500000,3105.87500000,11168.37500000,9434.00000000,puff
4265.62500000,2625.00000000,6890.62500000,1.62500000,1099.29078475,272.54620079,-826.74458396,35.43215474,-18.12869061,2953.12500000,914.06250000,3164.06250000,0.70772727,325.40174992,6.43405911,-327.65719068,7.25952357,2.81230473,3.25000000,1.53424658,1.84905660,1.77155600,1.42047598,1.02417800,1.65651266,1.25768000,0.86570339,105.14709188,51.92617604,137.90829215,76.21723128,3312.50000000,56.85748782,56.31921109,1.69889246,2.51998920,46.14298755,42.54980595,8.00732172,15.08223943,4527.75000000,11418.37500000,1215.25000000,8105.87500000,5480.87500000,puff
1546.87500000,4218.75000000,5765.62500000,0.36666667,1128.73134883,622.38112959,-506.35021924,41.10610793,-43.02880726,187.50000000,2906.25000000,2484.37500000,-0.71666667,0.10047763,324.03665355,393.05114293,9.39114465,-9.82341989,1.13793103,3.21428571,1.75714286,0.33846154,1.00008903,2.08611581,0.56298583,1.29611085,1.29583814,45.06153334,25.49616704,45.72437307,56.47778768,2625.00000000,53.31922880,53.24219464,0.73610761,0.87477117,28.13054255,28.30490803,1.56904114,1.79592515,3496.50000000,9262.12500000,871.50000000,6637.12500000,2418.37500000,puff
750.00000000,1875.00000000,2625.00000000,0.40000000,1638.71728624,1273.95510164,-364.76218460,67.25583886,-67.55271092,-328.12500000,492.18750000,-492.18750000,-0.29083072,1010.82628763,933.15757758,-37.81987642,48.91778290,-48.71181744,0.69565217,1.35593220,0.84210526,0.57901305,2.60987542,3.73815832,1.11567752,3.66755555,3.58543033,28.71438095,24.29993000,17.05786627,24.01010182,4937.50000000,49.44046443,49.44929431,0.62180159,0.88619433,31.63675186,31.82664419,1.99576779,3.04302428,7998.75000000,10623.75000000,3061.25000000,5686.25000000,3811.25000000,puff
843.75000000,2812.50000000,3656.25000000,0.30000000,728.09504260,433.58174367,-294.51329892,29.88232965,-26.94209917,-609.37500000,1664.06250000,539.06250000,-0.50681818,226.94947210,287.90910026,67.55345211,15.36280497,-8.10120569,0.58064516,2.44897959,1.17293233,0.37183099,1.45286137,2.97641159,0.81342266,2.05807906,1.42997991,114.13611744,87.03919084,69.28571557,79.34147772,1937.50000000,65.99209928,65.77709232,2.18864372,1.66729876,102.38819763,104.95018444,9.49944359,9.24765589,1373.75000000,5030.00000000,-563.75000000,3092.50000000,280.00000000,puff
2203.12500000,2859.37500000,5062.50000000,0.77049180,1310.54149728,537.75978903,-772.78170825,38.83723014,-36.92634214,1125.00000000,1921.87500000,2742.18750000,-0.14895264,867.23226712,439.99595842,-580.41031162,26.73805952,-23.57106925,2.04347826,3.05000000,2.18181818,0.83799713,2.95626937,5.50060064,4.01713416,3.20990846,2.76492607,40.05083595,27.53849843,27.61532696,30.74413542,1875.00000000,66.28097727,66.51549127,0.72048841,0.80879997,49.38737955,49.83023118,1.60722024,2.05248408,3108.12500000,8170.62500000,1233.12500000,6295.62500000,3436.25000000,puff
1312.50000000,1078.12500000,2390.62500000,1.21739130,642.18783957,209.62640331,-432.56143626,27.29152138,-15.45684433,-140.62500000,-281.25000000,-796.87500000,0.03881988,104.87244159,-4.53999213,-106.20015700,11.25890033,0.01022259,0.90322581,0.79310345,0.75000000,1.03293808,1.19517855,0.97880157,1.32540673,1.70224951,0.99933907,77.10557896,68.23403800,55.13638754,71.03929622,2312.50000000,49.90516553,50.07796330,0.79704538,1.36722228,24.03456446,23.80134760,3.17643197,3.91560672,8336.25000000,10726.87500000,6023.75000000,8414.37500000,7336.25000000,nonpuff
4546.87500000,3421.87500000,7968.75000000,1.32876712,1599.32845773,1164.10047308,-435.22798465,36.77281837,-47.67167786,3164.06250000,1968.75000000,4570.31250000,0.46645398,1128.32461951,971.82265549,-157.42576134,19.87575094,-33.40379323,3.28813559,2.35483871,2.34482759,1.54093341,3.39557415,6.05426298,1.56668287,2.17628405,3.34118751,25.22501642,15.24189175,25.88516855,24.49804559,5500.00000000,50.06003616,50.11749071,0.53948643,0.63834137,25.84848258,25.71932570,1.92063219,2.78217717,6617.50000000,14586.25000000,1117.50000000,9086.25000000,5664.37500000,nonpuff
703.12500000,1312.50000000,2015.62500000,0.53571429,3415.08367864,2807.07620891,-608.00746973,129.51668734,-154.50787180,-632.81250000,-375.00000000,-1289.06250000,-0.27813853,2917.33505743,2606.52717494,-392.38227417,115.23602688,-141.18526027,0.52631579,0.77777778,0.60992908,0.65824468,6.86106105,13.99695702,2.81974223,9.06937657,11.59741628,65.13673696,55.73975285,37.48486698,51.51332011,1937.50000000,37.71325456,37.47657608,1.34312290,1.57935273,57.43962957,57.93509254,4.00063905,6.30670574,4389.37500000,6405.00000000,2451.87500000,4467.50000000,3155.00000000,nonpuff
3468.75000000,2062.50000000,5531.25000000,1.68181818,1325.09910557,709.60109689,-615.49800868,61.15639632,-27.99309148,1734.37500000,164.06250000,1570.31250000,0.79046480,906.34576424,503.78405756,-409.87833016,46.25126348,-12.23968123,2.00000000,1.08641975,1.39644970,1.88681416,3.16439052,3.44772765,2.99338085,4.10304269,1.77695439,177.78211672,180.00931146,87.72064888,102.77410977,1937.50000000,30.86224286,31.42557821,4.82347337,4.65475767,-57.45460300,-59.33867624,6.68868972,10.03895190,2060.87500000,7592.12500000,123.37500000,5654.62500000,3592.12500000,nonpuff
10500.00000000,1781.25000000,12281.25000000,5.89473684,1459.07955805,-7.70082229,-1466.78038034,65.20161254,-43.25704478,9187.50000000,23.43750000,9140.62500000,5.09890351,1011.76173517,-210.00238428,-1149.27671741,47.79192289,-28.72690013,8.00000000,1.01333333,3.91044776,7.40699917,3.26184087,-0.03806605,4.61972743,3.74513353,2.97705535,108.51668542,103.85700782,36.78227893,62.17324600,2750.00000000,67.44925572,70.47191018,7.57586133,15.58323310,-11.24553946,-8.27146455,18.22147748,33.46113899,3982.75000000,16264.00000000,1232.75000000,13514.00000000,11732.75000000,nonpuff
10500.00000000,1781.25000000,12281.25000000,5.89473684,1459.07955805,-7.70082229,-1466.78038034,65.20161254,-43.25704478,9187.50000000,23.43750000,9140.62500000,5.09890351,1011.76173517,-210.00238428,-1149.27671741,47.79192289,-28.72690013,8.00000000,1.01333333,3.91044776,7.40699917,3.26184087,-0.03806605,4.61972743,3.74513353,2.97705535,50.09291002,47.87187834,22.33464265,22.93184780,1750.00000000,48.75655922,49.00095987,1.68417194,2.19754246,-46.37149992,-46.23647527,1.99265126,2.60664729,-4017.25000000,8264.00000000,-5767.25000000,6514.00000000,4732.75000000,nonpuff
1312.50000000,6656.25000000,7968.75000000,0.19718310,3668.09544483,2421.12808152,-1246.96736331,140.85682598,-58.54848701,0.00000000,4851.56250000,4710.93750000,-0.56450389,3220.77762196,2213.48030103,-966.28079030,124.20420911,-44.01834237,1.00000000,3.68831169,2.44604317,0.25887681,8.20019963,11.65978310,4.44256150,8.45854000,4.02944970,35.22174279,21.07407780,37.07729795,26.62701037,4312.50000000,51.23603519,50.68482428,1.89655338,0.93879278,-37.90901058,-37.93936588,1.59291459,2.01026553,5264.00000000,13232.75000000,951.50000000,8920.25000000,2264.00000000,nonpuff
937.50000000,1500.00000000,2437.50000000,0.62500000,354.11658098,230.14865292,-123.96792806,16.82352260,-13.24457930,-398.43750000,-375.00000000,-796.87500000,-0.06712963,-49.24780389,-24.85448791,52.27228591,0.03046491,2.23131671,0.70175439,0.80000000,0.75362319,0.90301003,0.87790741,0.90253262,0.70340319,1.00181414,0.85581987,200.35967560,179.72165773,119.34693026,187.39840854,1312.50000000,31.86057103,31.89341153,2.20069196,2.13930436,37.16689828,39.64742299,12.10501297,19.56293048,2021.87500000,4459.37500000,709.37500000,3146.87500000,1646.87500000,nonpuff
2625.00000000,1125.00000000,3750.00000000,2.33333333,786.07104176,549.62147484,-236.44956691,20.16788616,-23.58813176,1382.81250000,0.00000000,1312.50000000,1.21578100,135.70779427,251.07855559,86.09989704,-0.89309916,-2.34314333,2.11320755,1.00000000,1.53846154,2.08789625,1.20866461,1.84101327,0.73306452,0.95759462,1.11029158,174.37690978,169.55330477,92.15955418,126.16295356,2750.00000000,52.89063765,52.70885669,2.28076685,2.61955750,25.39158009,21.65691334,6.38328869,13.46276085,5902.50000000,9652.50000000,3152.50000000,6902.50000000,5777.50000000,nonpuff
1312.50000000,1394.37500000,2706.87500000,0.94128194,1108.00630739,829.92401787,-278.08228952,32.92892251,-52.70004634,-70.31250000,269.37500000,199.06250000,-0.27564928,384.17568632,491.54562183,44.46717444,12.35751746,-29.89168055,0.94915254,1.23944444,1.07937695,0.77348820,1.53075357,2.45265072,0.86213843,1.60071334,2.31055775,81.38463406,73.15552091,35.74247304,54.38296151,2750.00000000,52.10665459,52.07907689,3.89088470,7.58795306,31.42288656,33.01791689,4.64425053,8.60514826,4152.50000000,6859.37500000,1402.50000000,4109.37500000,2715.00000000,nonpuff
1500.00000000,937.50000000,2437.50000000,1.60000000,551.30597173,228.75650777,-322.54946396,22.61336365,-25.12306812,93.75000000,-164.06250000,-70.31250000,0.31130952,-172.52464934,-109.62188827,6.77046369,2.04195860,-2.86938700,1.06666667,0.85106383,0.97196262,1.24157044,0.76165052,0.67603757,0.97944108,1.09926199,1.12893988,182.34980617,179.98937878,48.47728073,54.06023696,2687.50000000,51.81797402,49.67226527,3.83030236,6.65495662,30.49641397,30.57207199,4.51227442,7.17756685,2234.37500000,4671.87500000,-453.12500000,1984.37500000,1046.87500000,nonpuff
2296.87500000,937.50000000,3234.37500000,2.45000000,917.65247109,498.55923603,-419.09323506,38.70745696,-26.37373185,1054.68750000,-655.62500000,281.25000000,1.68076923,280.74531469,206.69183931,-89.99420704,11.90789041,-5.10183223,1.84905660,0.58846607,1.09523810,3.18500000,1.44079472,1.70817036,1.27345631,1.44433146,1.23983905,59.43641531,51.78337021,32.49758453,47.84898432,2312.50000000,45.61686722,45.73844513,1.61141289,2.18952973,76.12694797,76.09508044,1.87850296,3.19970921,936.25000000,4170.62500000,-1376.25000000,1858.12500000,920.62500000,nonpuff
750.00000000,1078.12500000,1828.12500000,0.69565217,514.88066277,7.86654812,-507.01411465,23.42279748,-22.61879284,-234.37500000,-117.18750000,-515.62500000,-0.05217391,-317.96383795,-341.25004091,-6.89476665,-9.50317942,0.70243278,0.76190476,0.90196078,0.78000000,0.93023256,0.61821944,0.02253273,1.01378624,0.71137745,0.96988011,175.07806405,167.75224112,99.86253978,159.03829920,2375.00000000,54.40327580,54.21986894,2.47316648,4.37298329,16.19157413,16.79684273,10.54817234,20.63291376,5248.75000000,7076.87500000,2873.75000000,4701.87500000,3623.75000000,nonpuff
1218.75000000,2109.37500000,3328.12500000,0.57777778,1410.14921301,737.63733143,-672.51188158,35.49074950,-43.59827506,234.37500000,773.43750000,937.50000000,-0.17004831,659.24573959,415.60261177,-172.39253358,6.77261439,-21.28568205,1.23809524,1.57894737,1.39215686,0.77260982,1.87793673,2.29055219,1.34470279,1.23583058,1.95397617,63.38906940,52.08468810,45.76947239,60.65980148,6687.50000000,51.78568871,52.26561538,1.46472357,1.36579516,12.71373335,12.58554963,2.82934655,3.46427817,6389.37500000,9717.50000000,-298.12500000,3030.00000000,920.62500000,nonpuff
1171.87500000,2484.37500000,3656.25000000,0.47169811,3368.31473564,1057.09073195,-2311.22400368,78.58442385,-115.30696554,234.37500000,1476.56250000,1500.00000000,-0.45759482,1516.06311216,336.06258915,-1300.86652054,7.41335094,-43.06805045,1.25000000,2.46511628,1.69565217,0.50758819,1.81849739,1.46608803,2.28753094,1.10416242,1.59618905,195.76434401,166.32794627,103.71195863,158.07895193,437.50000000,47.52222733,46.90191144,2.80501436,3.52442285,15.83135124,17.76910212,7.78938571,9.89606046,524.75000000,4181.00000000,87.25000000,3743.50000000,1259.12500000,nonpuff
937.50000000,2390.62500000,3328.12500000,0.39215686,3714.44079047,2270.70639370,-1443.73439677,121.45842428,-143.55293454,0.00000000,1289.06250000,1242.18750000,-0.36617647,1654.18451147,1473.52743316,-336.76972240,39.15308411,-66.22122740,1.00000000,2.17021277,1.59550562,0.51712993,1.80290230,2.84842740,1.30422807,1.47570527,1.85632698,123.00497009,120.93840931,52.18366674,62.58366396,2625.00000000,45.18471789,45.69337062,6.84119800,8.76874348,63.74702334,62.75604030,10.13183665,10.04405612,3821.62500000,7149.75000000,1196.62500000,4524.75000000,2134.12500000,puff
2625.00000000,3468.75000000,6093.75000000,0.75675676,2948.97050911,1486.84269239,-1462.12781672,97.93574489,-105.58948426,1523.43750000,2554.68750000,4125.00000000,-0.39403689,1162.61165560,750.46204062,-395.60507549,24.63609899,-31.91770280,2.38297872,3.79487179,3.09523810,0.65759553,1.65082761,2.01912243,1.37092981,1.33610120,1.43324190,233.45147557,248.37423300,68.36334263,88.90211451,1750.00000000,42.29091544,42.62400568,8.54802727,10.32789000,64.82324151,65.82464586,6.38155462,7.74501772,3024.75000000,9118.50000000,1274.75000000,7368.50000000,3899.75000000,puff
3421.87500000,515.62500000,3937.50000000,6.63636364,2063.42457591,750.40170186,-1313.02287404,57.97879121,-43.09944154,2343.75000000,-468.75000000,1687.50000000,5.61506038,1090.81407265,477.40118915,-749.05874488,24.30354793,-0.37043674,3.17391304,0.52380952,1.75000000,6.49793642,2.12153228,2.74871902,2.32820282,1.72170371,1.00866944,225.04918315,226.82866687,57.09090042,79.15752228,1000.00000000,52.35238712,51.34274233,8.90835451,13.73554171,-69.93490928,-67.59338904,8.78182399,5.50417236,1196.12500000,5133.62500000,196.12500000,4133.62500000,3618.00000000,nonpuff
3421.87500000,515.62500000,3937.50000000,6.63636364,2063.42457591,750.40170186,-1313.02287404,57.97879121,-43.09944154,2343.75000000,-468.75000000,1687.50000000,5.61506038,1090.81407265,477.40118915,-749.05874488,24.30354793,-0.37043674,3.17391304,0.52380952,1.75000000,6.49793642,2.12153228,2.74871902,2.32820282,1.72170371,1.00866944,426.62999957,384.07830942,253.49915578,428.70069629,812.50000000,32.78927950,34.49957670,5.29043113,8.66025183,93.75396305,92.89523302,10.52919778,16.61974109,-678.87500000,3258.62500000,-1491.37500000,2446.12500000,1930.50000000,nonpuff
5906.25000000,3375.00000000,9281.25000000,1.75000000,2549.31067811,1638.00898840,-911.30168971,54.59958543,-83.12773077,4406.25000000,1664.06250000,5929.68750000,0.94591837,1694.45976004,1225.77261681,-343.11332261,24.96686820,-56.92733997,3.93750000,1.97260274,2.76923077,2.17639594,2.98216990,3.97347032,1.60387249,1.84254400,3.17276683,285.09346728,250.63962324,172.43667374,221.72765392,2250.00000000,46.05894063,45.88998846,5.66333767,6.20491033,-45.51218995,-45.27826063,9.86397531,10.81145082,1586.75000000,10868.00000000,-663.25000000,8618.00000000,5243.00000000,nonpuff
3843.75000000,4593.75000000,8437.50000000,0.83673469,1823.23541668,443.46645226,-1379.76896442,68.06805313,-36.87531744,2484.37500000,2882.81250000,5460.93750000,0.03265306,968.38449861,31.23008067,-838.83728651,38.43533590,-7.92188047,2.82758621,2.68493151,2.83464567,1.04060914,2.13281097,1.07575770,2.55072687,2.29705743,1.27360760,50.04849463,21.69994359,58.47129720,45.90571892,6875.00000000,55.22045418,55.19043283,3.92410452,3.82853574,-50.24015926,-51.28647739,7.35805664,10.74028995,5430.50000000,13868.00000000,-1444.50000000,6993.00000000,2399.25000000,nonpuff
1453.12500000,3937.50000000,5390.62500000,0.36904762,2352.93652869,973.16756427,-1379.76896442,102.77751944,-22.59409621,-46.87500000,2226.56250000,2414.06250000,-0.43503401,1493.66182437,560.93119268,-838.83728651,73.14480221,6.35934076,0.96875000,2.30136986,1.81102362,0.45896785,2.73828208,2.36070282,2.55072687,3.46837985,0.78035973,24.16097011,21.46588989,16.01602673,18.56632901,4625.00000000,48.92631196,48.86085683,2.74046888,4.04551531,-40.97448049,-40.60681534,4.11905648,4.19856854,5368.00000000,10758.62500000,743.00000000,6133.62500000,2196.12500000,nonpuff
984.37500000,1828.12500000,2812.50000000,0.53846154,560.05735151,428.47070394,-131.58664757,24.29225799,-20.56574164,0.00000000,656.25000000,539.06250000,-0.28450142,-156.83894032,92.97577411,313.10857678,-2.90483279,6.20613197,1.00000000,1.56000000,1.23711340,0.65429620,0.78122506,1.27713019,0.29590299,0.89319325,0.76818462,4.15885260,2.23606798,9.07838004,0.24754387,4562.50000000,75.03957589,75.30387748,1.45873723,0.08652156,-2.13983184,-1.64693433,4.43317406,0.26527663,5965.12500000,8777.62500000,1402.62500000,4215.12500000,2387.00000000,nonpuff
