@relation train_right.arff

@attribute Inspiration_Duration numeric
@attribute Expiration_Duration numeric
@attribute Respiration_Duration numeric
@attribute IE_Ratio numeric
@attribute Stretch numeric
@attribute Upper_Stretch numeric
@attribute Lower_Stretch numeric
@attribute Rate_of_Change_Max_ numeric
@attribute Rate_of_Change_Min_ numeric
@attribute Inspiration_Duration_dist numeric
@attribute Expiration_Duration_dist numeric
@attribute Respiration_Duration_dist numeric
@attribute IE_Ratio_dist numeric
@attribute Stretch_dist numeric
@attribute Upper_Stretch_dist numeric
@attribute Lower_Stretch_dist numeric
@attribute Rate_of_Change_Max__dist numeric
@attribute Rate_of_Change_Min__dist numeric
@attribute Inspiration_Duration_ratio numeric
@attribute Expiration_Duration_ratio numeric
@attribute Respiration_Duration_ratio numeric
@attribute IE_Ratio_ratio numeric
@attribute Stretch_ratio numeric
@attribute Upper_Stretch_ratio numeric
@attribute Lower_Stretch_ratio numeric
@attribute Rate_of_Change_Max__ratio numeric
@attribute Rate_of_Change_Min__ratio numeric
@attribute Magnitude_Mean_ numeric
@attribute Magnitude_Median_ numeric
@attribute Magnitude_STD_ numeric
@attribute Magnitude_Quartile_ numeric
@attribute Wrist_Duration numeric
@attribute Pitch_Mean_ numeric
@attribute Pitch_Median_ numeric
@attribute Pitch_STD_ numeric
@attribute Pitch_Quartile_ numeric
@attribute Roll_Mean_ numeric
@attribute Roll_Median_ numeric
@attribute Roll_STD_ numeric
@attribute Roll_Quartile_ numeric
@attribute RStime-WStime numeric
@attribute REtime-WStime numeric
@attribute RStime-WEtime numeric
@attribute REtime-WEtime numeric
@attribute RPStime-WEtime numeric

@attribute class {puff,nonpuff}

@data
703.12500000,984.37500000,1687.50000000,0.71428571,711.84172262,317.10192351,-394.73979910,15.44390337,-33.89722489,-539.06250000,-164.06250000,-585.93750000,-0.34602130,43.44882444,64.43443147,-24.52396143,-6.91799692,-15.41570248,0.56603774,0.85714286,0.74226804,0.67365933,1.06500492,1.25501671,1.06624233,0.69063466,1.83411432,190.02533280,169.54009319,87.88252398,142.62373318,1250.00000000,48.82575157,49.24904534,3.76952242,6.87241026,100.69534518,101.37050982,4.99976300,9.24814908,1668.75000000,3356.25000000,418.75000000,2106.25000000,1121.87500000,nonpuff
692.50000000,796.87500000,1489.37500000,0.86901961,806.17307505,277.30674121,-528.86633385,16.62172158,-31.01697531,-549.68750000,-421.87500000,-807.50000000,-0.19128741,148.86680337,55.39623674,-158.65049617,-4.87046085,-11.68740451,0.55748428,0.65384615,0.64843537,0.81959243,1.22648012,1.24963323,1.42853514,0.77338454,1.60463859,323.17390711,292.27442510,113.78929129,187.94085964,687.50000000,45.81314260,46.98689450,3.70499543,2.94722155,67.57086400,67.43139560,4.61134795,6.83832479,1434.37500000,2923.75000000,746.87500000,2236.25000000,1439.37500000,nonpuff
984.37500000,1078.12500000,2062.50000000,0.91304348,877.46218649,491.05522725,-386.40695925,28.29953439,-40.09846923,-304.68750000,-93.75000000,-375.00000000,-0.17815434,260.53479145,269.14472278,-57.69845943,5.93763410,-20.76889843,0.76363636,0.92000000,0.84615385,0.83673506,1.42231030,2.21285256,1.17553078,1.26552458,2.07446247,66.27316434,55.55838731,53.15250484,54.35874965,4000.00000000,68.45252789,68.36974194,1.07416417,0.97868501,28.85473527,28.47974754,8.50103391,9.50142875,6236.25000000,8298.75000000,2236.25000000,4298.75000000,3220.62500000,nonpuff
1171.87500000,1125.00000000,2296.87500000,1.04166667,608.91071635,457.22004533,-151.69067102,28.06737887,-25.90633697,-164.06250000,-23.43750000,-234.37500000,-0.03228978,-16.19816178,201.90571842,180.89395127,4.84659425,-2.71040219,0.87719298,0.97959184,0.90740741,0.96993381,0.97408746,1.79081233,0.45609647,1.20871794,1.11684816,96.20078672,90.41387706,49.20379063,62.18958412,4187.50000000,71.58698500,73.63632498,5.24137640,10.70045200,64.31932954,71.79803655,18.38650366,30.82060876,5392.50000000,7689.37500000,1205.00000000,3501.87500000,2376.87500000,nonpuff
1125.00000000,984.37500000,2109.37500000,1.14285714,728.33295159,608.63269788,-119.70025371,32.30481883,-34.68252150,-93.75000000,-164.06250000,-421.87500000,0.08754105,103.22407346,353.31837097,212.88436858,9.61893751,-13.47383163,0.92307692,0.85714286,0.83333333,1.08295245,1.16512975,2.38385642,0.35990917,1.42400546,1.63529769,55.36754885,47.00818652,30.25432063,30.83629837,1375.00000000,68.17387330,68.08855885,0.88556313,1.15716041,121.82519269,122.17074971,3.19201570,3.91472850,2126.87500000,4236.25000000,751.87500000,2861.25000000,1876.87500000,nonpuff
1406.25000000,1171.87500000,2578.12500000,1.20000000,930.95689007,677.18997061,-253.76691946,32.05773959,-43.51244706,0.00000000,-23.43750000,0.00000000,0.07684729,315.15535005,379.12391105,15.36862963,6.55938270,-20.31651228,1.00000000,0.98039216,1.00000000,1.06842105,1.51178071,2.27194593,0.94289632,1.25724727,1.87586521,81.00077921,63.78556577,52.44498265,60.80396900,2625.00000000,66.92749968,66.61941261,1.58302114,2.41649399,124.30774666,124.97433946,6.73689489,9.63411321,4267.50000000,6845.62500000,1642.50000000,4220.62500000,3048.75000000,nonpuff
1500.00000000,1125.00000000,2625.00000000,1.33333333,641.44450563,424.43098349,-217.01352213,21.97009045,-18.51164869,281.25000000,-70.31250000,93.75000000,0.27801724,25.64296560,85.66541311,73.85757819,-3.05968875,4.77423838,1.23076923,0.94117647,1.03703704,1.26344452,1.04164161,1.25287521,0.74608142,0.87775806,0.79497288,77.48103826,64.63239509,49.64361415,62.09984117,3750.00000000,67.09840195,67.24609082,1.15401301,1.57684495,120.39966311,120.10477274,5.61402143,6.02505141,7533.12500000,10158.12500000,3783.12500000,6408.12500000,5283.12500000,nonpuff
1500.00000000,1125.00000000,2625.00000000,1.33333333,641.44450563,424.43098349,-217.01352213,21.97009045,-18.51164869,281.25000000,-70.31250000,93.75000000,0.27801724,25.64296560,85.66541311,73.85757819,-3.05968875,4.77423838,1.23076923,0.94117647,1.03703704,1.26344452,1.04164161,1.25287521,0.74608142,0.87775806,0.79497288,75.13827213,65.97260777,47.98864931,46.02043445,2937.50000000,62.48529877,62.56767179,0.64552103,0.72174719,144.33868527,144.49847669,2.65216808,3.64013796,2095.62500000,4720.62500000,-841.87500000,1783.12500000,658.12500000,nonpuff
1546.87500000,1828.12500000,3375.00000000,0.84615385,603.26239963,306.02437772,-297.23802192,25.25586842,-25.31717828,210.93750000,609.37500000,773.43750000,-0.20755968,-29.83533072,-32.74119267,8.82122121,0.22608922,-2.25315374,1.15789474,1.50000000,1.29729730,0.80302077,0.95287405,0.90335148,0.97117806,1.00903281,1.09769127,47.96565475,43.66930272,33.02550232,42.64201014,2500.00000000,30.22757460,30.30067075,0.41710963,0.52806716,128.54840346,127.38339486,3.01876469,3.77976350,3345.62500000,6720.62500000,845.62500000,4220.62500000,2392.50000000,nonpuff
1500.00000000,1359.37500000,2859.37500000,1.10344828,682.43470874,434.73876381,-247.69594493,28.71130987,-25.01825846,93.75000000,70.31250000,234.37500000,0.08421751,58.45168563,95.97319342,67.18451942,3.68153066,-1.95423393,1.06666667,1.05454545,1.08928571,1.08262850,1.09367512,1.28330268,0.78663484,1.14708602,1.08473083,61.52012838,53.05690530,50.08717358,59.74163592,3750.00000000,71.78889683,71.81536252,0.83139655,0.95369578,37.16412621,37.57602211,5.40204696,7.04169813,5064.37500000,7923.75000000,1314.37500000,4173.75000000,2814.37500000,nonpuff
984.37500000,1125.00000000,2109.37500000,0.87500000,520.87748974,406.19644995,-114.68103979,24.80368999,-23.15397682,-445.31250000,-257.81250000,-703.12500000,-0.14423077,-112.48160433,-4.28898815,200.19942456,-0.69466690,0.13762777,0.68852459,0.81355932,0.75000000,0.85849057,0.82240469,0.98955142,0.36420500,0.97275641,0.99409110,67.15962959,60.10481511,52.93556484,59.21635880,1875.00000000,69.39503712,69.49966031,1.01369082,0.68173851,101.75721593,101.86294086,4.98063350,7.46434595,2345.62500000,4455.00000000,470.62500000,2580.00000000,1455.00000000,nonpuff
2343.75000000,5484.37500000,7828.12500000,0.42735043,729.65489059,414.77442624,-314.88046435,16.72677462,-12.12491481,984.37500000,3890.62500000,4992.18750000,-0.43322650,87.98344560,39.19470644,44.45734551,-8.30300459,9.84220600,1.72413793,3.44117647,2.76033058,0.49658597,1.13711604,1.10435789,0.87627980,0.66827496,0.55195740,34.68755349,25.87381688,31.87798911,21.47058722,5125.00000000,66.33601044,66.35240179,0.78684567,1.10196263,27.85050755,27.62408767,2.71364790,3.43232679,7423.75000000,15251.87500000,2298.75000000,10126.87500000,4642.50000000,nonpuff
2343.75000000,5484.37500000,7828.12500000,0.42735043,729.65489059,414.77442624,-314.88046435,16.72677462,-12.12491481,984.37500000,3890.62500000,4992.18750000,-0.43322650,87.98344560,39.19470644,44.45734551,-8.30300459,9.84220600,1.72413793,3.44117647,2.76033058,0.49658597,1.13711604,1.10435789,0.87627980,0.66827496,0.55195740,116.29106344,77.82983357,85.72131729,127.46545086,812.50000000,50.64417216,50.91498131,0.70585182,0.87386269,93.05997485,92.84126389,2.52127449,4.14854385,1548.75000000,9376.87500000,736.25000000,8564.37500000,3080.00000000,nonpuff
1406.25000000,2062.50000000,3468.75000000,0.68181818,419.16682781,104.28636346,-314.88046435,18.56444214,-16.61593345,0.00000000,468.75000000,585.93750000,-0.17875874,-186.92430114,-221.20732023,62.66659901,-6.46533706,5.35118737,1.00000000,1.29411765,1.20325203,0.79228035,0.69159044,0.32039443,0.83401646,0.74169420,0.75640015,184.35610113,159.27716723,121.36559528,107.06772319,1750.00000000,39.19343359,39.09711331,2.06189107,2.92862569,105.02185281,108.56216868,10.57016231,19.65222132,6689.37500000,10158.12500000,4939.37500000,8408.12500000,6345.62500000,nonpuff
2203.12500000,3750.00000000,5953.12500000,0.58750000,2026.49545207,1282.77615368,-743.71929839,53.13108911,-57.98212168,796.87500000,2156.25000000,3070.31250000,-0.26250000,1405.86243214,907.19643387,-366.17223503,29.19563400,-37.63622492,1.56666667,2.35294118,2.06504065,0.69117647,3.26520728,3.41545639,1.96987176,2.21976515,2.84981893,105.37739831,78.45989247,94.41995310,82.06691157,3687.50000000,74.02797784,75.24771271,3.60917505,4.83154813,109.98376550,109.36050145,5.33619310,5.50913279,6783.12500000,12736.25000000,3095.62500000,9048.75000000,5298.75000000,nonpuff
2203.12500000,3750.00000000,5953.12500000,0.58750000,2026.49545207,1282.77615368,-743.71929839,53.13108911,-57.98212168,796.87500000,2156.25000000,3070.31250000,-0.26250000,1405.86243214,907.19643387,-366.17223503,29.19563400,-37.63622492,1.56666667,2.35294118,2.06504065,0.69117647,3.26520728,3.41545639,1.96987176,2.21976515,2.84981893,127.48524473,97.66845141,107.90757509,79.91735712,1875.00000000,72.97392170,73.23418230,1.66431578,1.78368684,95.11406863,95.51677322,4.32698151,5.96381557,2783.12500000,8736.25000000,908.12500000,6861.25000000,3111.25000000,nonpuff
2765.62500000,1828.12500000,4593.75000000,1.51282051,1535.24991962,791.53062123,-743.71929839,46.91422991,-53.09854441,1359.37500000,234.37500000,1710.93750000,0.66282051,914.61689969,415.95090142,-366.17223503,22.97877480,-32.81180892,1.96666667,1.14705882,1.59349593,1.77978884,2.47368392,2.10749031,1.96987176,1.96003083,2.61740212,155.98337601,145.59205473,76.15256370,96.81023686,1000.00000000,41.72191625,41.60275206,2.86673065,3.35559421,74.84503577,74.72018522,4.45932303,8.03650451,1173.75000000,5767.50000000,173.75000000,4767.50000000,2939.37500000,nonpuff
2765.62500000,1828.12500000,4593.75000000,1.51282051,1535.24991962,791.53062123,-743.71929839,46.91422991,-53.09854441,1359.37500000,234.37500000,1710.93750000,0.66282051,914.61689969,415.95090142,-366.17223503,22.97877480,-32.81180892,1.96666667,1.14705882,1.59349593,1.77978884,2.47368392,2.10749031,1.96987176,1.96003083,2.61740212,106.80881332,80.79783177,74.53871636,90.09088348,312.50000000,30.30265200,30.32699654,0.66173173,1.17058878,124.38153445,124.30206024,0.40050049,0.50569265,-451.25000000,4142.50000000,-763.75000000,3830.00000000,2001.87500000,nonpuff
1312.50000000,1218.75000000,2531.25000000,1.07692308,966.96768744,344.96298966,-622.00469778,30.39472834,-40.87887770,-117.18750000,-585.93750000,-890.62500000,0.27553419,277.88911662,23.27793071,-197.32828847,8.10592921,-21.83247757,0.91803279,0.67532468,0.73972603,1.34382082,1.40327639,1.07236249,1.46465564,1.36367725,2.14627843,312.53826419,289.35866630,152.02282219,194.86022438,1875.00000000,30.07553723,31.30245325,4.05925816,5.31799318,77.47974349,74.53778565,7.96183529,8.46100140,1861.25000000,4392.50000000,-13.75000000,2517.50000000,1298.75000000,nonpuff
2015.62500000,2953.12500000,4968.75000000,0.68253968,632.34618157,410.61631127,-221.72987030,16.61817288,-12.71131938,585.93750000,1101.56250000,1523.43750000,-0.11884921,-246.22609502,16.46871638,400.27482748,-9.23327350,12.81009132,1.40983607,1.59493671,1.44217687,0.85169596,0.71974293,1.04178312,0.35647620,0.64283339,0.49806492,55.73503684,34.80577871,61.42255807,41.90990680,5937.50000000,57.77726593,57.57897857,1.62591266,1.26143396,73.39818846,72.29689340,5.34124839,7.94868547,4892.50000000,9861.25000000,-1045.00000000,3923.75000000,970.62500000,nonpuff
1406.25000000,421.87500000,1828.12500000,3.33333333,298.89068883,298.40712824,-0.48356059,12.51367449,-7.79880806,-93.75000000,-1382.81250000,-1593.75000000,2.43696237,-705.48865954,-95.74046666,670.47514242,-15.05622322,22.67775623,0.93750000,0.23376623,0.53424658,3.71869846,0.29758745,0.75709489,0.00072070,0.45388904,0.25589525,99.39174068,76.63191314,74.72572031,116.31973538,3625.00000000,55.24467523,55.42591057,1.81737050,2.44547090,122.85972659,122.20035681,4.11166573,5.65094223,2548.75000000,4376.87500000,-1076.25000000,751.87500000,330.00000000,nonpuff
843.75000000,5625.00000000,6468.75000000,0.15000000,1255.77985226,233.39011215,-1022.38974011,23.77772704,-38.45507490,-515.62500000,4335.93750000,3773.43750000,-0.71250000,388.53017920,-40.81233499,-364.22503405,-0.90481551,-12.93366420,0.62068966,4.36363636,2.40000000,0.17391304,1.44800268,0.85115984,1.55339496,0.96334188,1.50677701,64.54133950,43.56674897,77.19750446,33.37395373,2937.50000000,61.58690267,64.00622525,7.43426591,1.71822879,74.11539743,72.92690984,4.30602715,4.72593858,4236.25000000,10705.00000000,1298.75000000,7767.50000000,2142.50000000,nonpuff
2578.12500000,9609.37500000,12187.50000000,0.26829268,3284.70421507,1546.31856386,-1738.38565121,66.52961215,-50.88071268,1171.87500000,8320.31250000,9351.56250000,-0.66557828,2284.05039763,1272.11611673,-1044.06093687,39.74388700,-20.40414839,1.83333333,7.45454545,4.29752066,0.28729096,3.28255802,5.63933174,2.50370701,2.48377118,1.66950291,158.79212466,138.30427094,106.99287164,140.86358206,4875.00000000,33.81494975,34.63257030,3.97723182,5.76582062,-18.45716629,-20.72952351,14.23760182,27.36522777,6330.00000000,18517.50000000,1455.00000000,13642.50000000,4033.12500000,nonpuff
6750.00000000,3421.87500000,10171.87500000,1.97260274,2906.89185946,1502.96575968,-1403.92609978,74.34657748,-46.24823145,5812.50000000,2367.18750000,7757.81250000,0.92287596,1917.56064556,1133.48978895,-733.51778589,47.44419381,-12.71251286,7.20000000,3.24444444,4.21359223,1.87915826,2.93823931,4.06783087,2.09413587,2.76356840,1.37907382,168.76830450,138.15481006,122.75871148,112.91061987,1437.50000000,51.99595465,51.66610251,2.17909511,3.52167928,-5.45668367,-5.53894356,5.69915462,10.53710379,220.62500000,10392.50000000,-1216.87500000,8955.00000000,5533.12500000,nonpuff
1828.12500000,937.50000000,2765.62500000,1.95000000,581.66622309,274.73902727,-306.92719583,23.87779839,-22.26919785,375.00000000,-304.68750000,164.06250000,0.85161290,-160.55120807,-37.27989000,68.00852404,-5.58937685,1.33859587,1.25806452,0.75471698,1.06306306,1.77533040,0.78368710,0.88052042,0.81861284,0.81031854,0.94329856,219.33785476,157.96013860,140.25876327,223.47916644,562.50000000,48.77145515,48.09728842,4.78487394,8.53208078,4.38080030,7.12791276,8.41484369,12.74896147,1861.25000000,4626.87500000,1298.75000000,4064.37500000,3126.87500000,nonpuff
2765.62500000,2765.62500000,5531.25000000,1.00000000,1327.02885683,877.41632552,-449.61253131,50.93222678,-36.17202065,1710.93750000,1687.50000000,3398.43750000,0.00000000,726.98183033,649.25980413,-46.93730022,27.44759192,-10.14256474,2.62222222,2.56521739,2.59340659,1.00000000,2.21154143,3.84567717,1.11656366,2.16874680,1.38965719,98.83825357,58.07665297,91.77378015,113.04299269,2562.50000000,59.18981113,60.68280115,3.62489447,6.69019658,84.83166808,81.96387663,10.08743453,21.30474015,1361.25000000,6892.50000000,-1201.25000000,4330.00000000,1564.37500000,puff
1734.37500000,2296.87500000,4031.25000000,0.75510204,1397.88968124,1028.35723740,-369.53244384,52.71290640,-41.59130937,750.00000000,1335.93750000,1992.18750000,-0.14405762,802.27666017,802.21490307,-43.29435385,30.43248361,-22.74781547,1.76190476,2.39024390,1.97701149,0.83978638,2.34697636,4.54738933,1.13270784,2.36588448,2.20719733,58.61327085,41.31678129,49.74351550,49.74647648,3500.00000000,59.82306725,60.75029123,3.42383216,6.99706999,89.55967152,88.23370964,11.39124017,21.22347167,3298.75000000,7330.00000000,-201.25000000,3830.00000000,1533.12500000,puff
2484.37500000,1734.37500000,4218.75000000,1.43243243,1388.55440987,1096.54060425,-292.01380562,56.60152950,-49.96905690,1546.87500000,820.31250000,2320.31250000,0.37278331,817.64851016,888.86383580,-7.90120335,33.25413095,-32.74083642,2.65000000,1.89743590,2.22222222,1.35179882,2.43219489,5.28003499,1.02781011,2.42431847,2.90041894,105.98704524,104.12835341,68.26494463,61.40698105,4750.00000000,62.14133189,64.49628600,5.07746947,10.07923996,83.70593090,75.77523067,15.60289684,30.45126191,3439.37500000,7658.12500000,-1310.62500000,2908.12500000,1173.75000000,puff
1593.75000000,1875.00000000,3468.75000000,0.85000000,1343.08940180,965.93936293,-377.15003887,63.14870154,-47.79477146,679.68750000,773.43750000,984.37500000,-0.04166667,834.49095776,659.39374030,-147.53261825,48.21126721,-31.24695580,1.74358974,1.70212766,1.39622642,0.95327103,2.64076585,3.15104602,1.64251492,4.22754672,2.88828281,80.05658358,71.72024808,46.99035124,74.32267132,3375.00000000,58.60328279,60.16753315,3.74197180,7.10028935,100.54972947,96.37013466,8.62660104,17.22384007,3236.25000000,6705.00000000,-138.75000000,3330.00000000,1455.00000000,puff
1921.87500000,1218.75000000,3140.62500000,1.57692308,1518.40094931,1129.74964248,-388.65130683,62.49685012,-48.12413691,937.50000000,351.56250000,1242.18750000,0.46179150,969.55957374,899.69481284,-48.95832225,43.24424535,-27.52208736,1.95238095,1.40540541,1.65432099,1.41411391,2.76655700,4.91078429,1.14412521,3.24615037,2.33589075,69.09563313,74.82909478,35.38794896,57.68032660,3687.50000000,56.55817726,57.71350373,3.55860276,6.57034121,106.82336853,104.83561230,10.29705201,21.18174287,3345.62500000,6486.25000000,-341.87500000,2798.75000000,1580.00000000,puff
1687.50000000,890.62500000,2578.12500000,1.89473684,994.60461863,587.65120536,-406.95341327,47.36212470,-41.21891059,703.12500000,-117.18750000,0.00000000,1.12525632,457.54647138,314.54283552,-84.07330003,31.23387122,-23.72495361,1.71428571,0.88372093,1.00000000,2.46235843,1.85194960,2.15171438,1.26038550,2.93659352,2.35617995,125.84525245,124.83137733,97.57168034,151.72056920,2937.50000000,60.11806291,61.90655389,5.39963312,11.22053702,102.04140013,106.80110119,14.63041316,27.80156394,2814.37500000,5392.50000000,-123.12500000,2455.00000000,1564.37500000,puff
1593.75000000,3093.75000000,4687.50000000,0.51515152,1015.87679775,814.01230750,-201.86449025,46.78676054,-36.03066648,398.43750000,1757.81250000,1804.68750000,-0.39853896,480.78409642,584.79414319,102.54215096,31.26400191,-16.11889411,1.33333333,2.31578947,1.62601626,0.56381404,1.89850618,3.55125568,0.66314089,3.01407512,1.80951579,102.07226861,100.00318723,50.11672825,99.61715975,2187.50000000,52.74957072,53.31239038,8.84810536,5.89773474,122.44196854,124.90900879,12.26716377,17.99304148,1814.37500000,6501.87500000,-373.12500000,4314.37500000,1220.62500000,puff
4781.25000000,2250.00000000,7031.25000000,2.12500000,1465.32000397,590.38110308,-874.93890089,61.38356653,-28.01531308,3656.25000000,1312.50000000,4945.31250000,1.03653846,741.21241823,207.26688309,-468.62764225,33.02275464,-2.14558595,4.25000000,2.40000000,3.37078652,1.95229682,2.02362195,1.54100546,2.15337105,2.16437973,1.08293810,182.45995416,156.73705338,119.10489028,160.68603962,2312.50000000,50.32895753,50.39073669,2.46779346,2.36007761,7.95033010,6.56800864,8.64832575,11.50498195,146.87500000,7178.12500000,-2165.62500000,4865.62500000,2615.62500000,nonpuff
2578.12500000,703.12500000,3281.25000000,3.66666667,2518.38962244,813.89489634,-1704.49472610,93.83379314,-26.75292504,2109.37500000,23.43750000,1945.31250000,3.22537112,1948.51589452,657.14950482,-1311.57708716,82.44815050,-7.01404676,5.50000000,1.03448276,2.45614035,8.30886850,4.41920639,5.19246460,4.33804583,8.24141387,1.35534171,392.34587440,476.24639633,162.95622176,303.94957128,250.00000000,41.13903505,42.21978192,7.91998396,12.25148735,36.87444121,44.75685606,15.45270229,28.57804955,381.37500000,3662.62500000,131.37500000,3412.62500000,2709.50000000,nonpuff
421.87500000,1546.87500000,1968.75000000,0.27272727,1951.09946473,456.54949224,-1494.54997249,39.56706741,-62.70619895,-632.81250000,-140.62500000,-820.31250000,-0.43383010,693.14503755,30.38521656,-925.53057356,-7.90782165,-28.70017733,0.40000000,0.91666667,0.70588235,0.38599452,1.55100966,1.07129930,2.62653606,0.83343149,1.84397339,691.99841993,689.70230739,180.73766395,252.62134472,687.50000000,73.62749959,73.87268115,5.34821814,5.06930426,-35.55653767,-84.90618349,118.25043890,145.24598060,3803.25000000,5772.00000000,3115.75000000,5084.50000000,3537.62500000,nonpuff
1453.12500000,3843.75000000,5296.87500000,0.37804878,1236.77246404,1052.29896630,-184.47349774,52.08374566,-36.94847413,70.31250000,2296.87500000,2085.93750000,-0.49037227,-49.75686143,502.59620911,655.29760601,2.54880940,-1.96351798,1.05084746,2.48484848,1.64963504,0.43532890,0.96132474,1.91430542,0.21967117,1.05145478,1.05612464,30.08965886,19.89981311,40.89808925,24.94564517,6000.00000000,47.43501879,47.53606258,1.12690891,0.66816850,25.02227177,25.05975661,1.38223256,2.27844232,8615.75000000,13912.62500000,2615.75000000,7912.62500000,4068.87500000,nonpuff
1078.12500000,1687.50000000,2765.62500000,0.63888889,221.28821142,78.22223861,-143.06597281,9.40408270,-9.21284366,-304.68750000,140.62500000,-445.31250000,-0.23705096,-1065.24111405,-471.48051859,900.19586652,-42.26449283,28.94522029,0.77966102,1.09090909,0.86131387,0.72937530,0.17200402,0.14229916,0.13713333,0.18200778,0.24143897,27.05808230,11.12248893,44.40372562,11.64593859,4375.00000000,48.59993701,48.71891434,0.57961444,0.53492890,38.51391413,38.61858753,0.79656769,1.20254989,4162.62500000,6928.25000000,-212.37500000,2553.25000000,865.75000000,nonpuff
4078.12500000,5718.75000000,9796.87500000,0.71311475,1214.66922332,84.56880494,-1130.10041838,37.17910825,-49.35941696,2859.37500000,4101.56250000,6539.06250000,-0.06449525,-312.35902044,-559.61188150,-54.48918916,-23.04055629,-4.99588158,3.34615385,3.53623188,3.00719424,0.91705964,0.79544647,0.13128119,1.05065881,0.61739149,1.11261234,21.91548065,15.14337004,21.58640238,13.51753056,5437.50000000,46.91766483,47.60497023,1.91583305,0.67660973,40.83546722,40.51787538,2.25481097,2.31815005,1397.00000000,11193.87500000,-4040.50000000,5756.37500000,37.62500000,nonpuff
1406.25000000,937.50000000,2343.75000000,1.50000000,562.93003545,123.43171731,-439.49831814,12.45958654,-20.07105658,257.81250000,-46.87500000,93.75000000,0.13205128,-522.41579992,-325.16918656,247.58188399,-24.75390700,24.20695150,1.22448980,0.95238095,1.04166667,1.09653233,0.51866421,0.27514817,0.63966087,0.33481368,0.45329629,229.20277110,198.35992498,211.44885441,403.53276209,3375.00000000,36.52507455,42.61991648,11.12395104,14.86291387,76.00737377,69.96299229,12.25415736,22.36084053,4068.87500000,6412.62500000,693.87500000,3037.62500000,2100.12500000,nonpuff
1218.75000000,937.50000000,2156.25000000,1.30000000,1037.71465815,350.63445602,-687.08020213,17.35454068,-48.34977055,164.06250000,-23.43750000,23.43750000,0.00294118,-15.97802516,-16.53854825,-0.83872224,-22.92405796,-8.54485715,1.15555556,0.97560976,1.01098901,1.00226757,0.98483616,0.95495707,1.00122220,0.43086257,1.21466840,102.10496707,34.78924752,138.62769980,114.92902748,2437.50000000,40.73069562,42.84907709,7.81237967,1.17989951,63.58639372,60.16020936,6.89031723,3.14230175,4928.25000000,7084.50000000,2490.75000000,4647.00000000,3709.50000000,nonpuff
2531.25000000,1593.75000000,4125.00000000,1.58823529,1518.09736348,1024.70060786,-493.39675562,64.41548262,-44.94260136,1687.50000000,609.37500000,2203.12500000,0.67017509,819.80229120,636.06095912,-32.57304865,41.51642150,-17.69121535,3.00000000,1.61904762,2.14634146,1.72999036,2.17400555,2.63663425,1.07068440,2.81301850,1.64918589,89.47935281,70.82510967,44.76084378,86.40202045,2125.00000000,58.90494085,59.28511615,4.23418400,8.10785950,83.73423981,85.70460335,10.20915794,18.79690771,923.87500000,5048.87500000,-1201.12500000,2923.87500000,1330.12500000,puff
515.62500000,421.87500000,937.50000000,1.22222222,558.82710129,189.47802457,-369.34907672,22.39894626,9.35870571,-351.56250000,-562.50000000,-960.93750000,0.30109127,-492.46710484,-205.83365157,294.84919227,-19.89664169,53.01939232,0.59459459,0.42857143,0.49382716,1.32687130,0.53156110,0.47931300,0.55608256,0.52958115,-0.21435086,441.77500136,363.05496711,258.26830058,360.78066444,3312.50000000,26.07892282,33.53392277,23.55143001,41.03379991,107.51143199,103.57749279,21.74395260,37.73329724,4627.00000000,5564.50000000,1314.50000000,2252.00000000,1830.12500000,nonpuff
750.00000000,1593.75000000,2343.75000000,0.47058824,962.26039162,260.80406508,-701.45632653,34.21170161,-30.17937949,-93.75000000,468.75000000,181.87500000,-0.18599264,-41.84215150,-140.23376551,-52.78275495,-2.86194270,3.68952822,0.88888889,1.41666667,1.08412836,0.71672546,0.95832881,0.65032285,1.08137029,0.92280385,0.89106445,218.60922470,149.26770378,151.27301313,269.03123632,812.50000000,33.79610502,32.15964299,6.02286623,8.41273945,66.37394580,67.13694297,8.40450919,8.24843091,1580.12500000,3923.87500000,767.62500000,3111.37500000,1517.62500000,nonpuff
796.87500000,796.87500000,1593.75000000,1.00000000,1417.62278019,911.95933805,-505.66344214,58.16897753,-64.45619641,-23.43750000,-515.62500000,-750.00000000,0.32121212,929.76636258,723.31737993,-200.57587626,40.76534669,-47.21133488,0.97142857,0.60714286,0.68000000,1.47321429,2.90581968,4.83433986,1.65743707,3.34234724,3.73770449,111.51560598,107.23173273,48.16472471,76.31884754,2687.50000000,33.08319232,33.43825534,3.10078170,3.92596007,92.62207638,91.12831705,5.62145800,7.88932761,2342.00000000,3935.75000000,-345.50000000,1248.25000000,451.37500000,nonpuff
1640.62500000,3515.62500000,5156.25000000,0.46666667,625.11399110,248.26428558,-376.84970552,25.21795071,-10.71908050,515.62500000,1664.06250000,2015.62500000,-0.04090909,107.82328555,18.78010466,-68.66904805,8.16572555,2.73389531,1.45833333,1.89873418,1.64179104,0.91940299,1.20843847,1.08183616,1.22282076,1.47886569,0.79678137,177.17447626,191.14091773,76.49991357,108.20409245,562.50000000,63.50808102,63.96227312,2.41055423,3.83253603,43.97288804,44.56319693,5.66861593,8.32819931,1123.25000000,6279.50000000,560.75000000,5717.00000000,2201.37500000,nonpuff
